t,ref_big,ref_aim,platform,aim,small,tau_big,tau_small,beta_true,beta_hat
0.00000,0.000000,0.000000,-0.000083,0.000754,0.000837,0.400000,0.400000,-0.014287,0.000000
0.01000,0.002366,0.002366,-0.000721,0.004002,0.004723,0.800000,0.800000,-0.014278,0.001561
0.02000,0.009425,0.009425,-0.000617,0.010812,0.011429,0.400000,0.857350,-0.014269,0.008063
0.03000,0.021067,0.021067,0.001211,0.021000,0.019789,0.428066,0.739459,-0.014260,0.011344
0.04000,0.037108,0.037108,0.001492,0.034072,0.032580,0.828066,0.657479,-0.014251,0.011327
0.05000,0.057295,0.057295,0.000995,0.049717,0.048722,1.000000,0.641975,-0.014241,0.011299
0.06000,0.081309,0.081309,0.002413,0.067503,0.065090,1.000000,0.519444,-0.014232,0.011311
0.07000,0.108773,0.108773,0.006823,0.087087,0.080264,1.000000,0.500733,-0.014223,0.011342
0.08000,0.139252,0.139252,0.010065,0.108404,0.098339,1.000000,0.471195,-0.014214,0.011326
0.09000,0.172266,0.172266,0.012343,0.131240,0.118896,1.000000,0.431196,-0.014204,0.011323
0.10000,0.207295,0.207295,0.019605,0.155258,0.135654,1.000000,0.382450,-0.014195,0.015201
0.11000,0.243786,0.243786,0.025959,0.180339,0.154380,1.000000,0.328331,-0.014186,0.015187
0.12000,0.281163,0.281163,0.031517,0.206183,0.174666,1.000000,0.273581,-0.014177,0.015169
0.13000,0.318837,0.318837,0.040882,0.232428,0.191546,1.000000,0.222450,-0.014168,0.015202
0.14000,0.356214,0.356214,0.050850,0.258965,0.208115,1.000000,0.184036,-0.014158,0.015201
0.15000,0.392705,0.392705,0.060247,0.285614,0.225368,1.000000,0.144105,-0.014149,0.015185
0.16000,0.427734,0.427734,0.072604,0.312131,0.239527,1.000000,0.116378,-0.014140,0.015208
0.17000,0.460748,0.460748,0.086495,0.338446,0.251952,1.000000,0.081393,-0.014131,0.015216
0.18000,0.491227,0.491227,0.099955,0.364427,0.264473,1.000000,0.043287,-0.014122,0.015204
0.19000,0.518691,0.518691,0.116090,0.389538,0.273448,1.000000,-0.107707,-0.014112,0.015223
0.20000,0.542705,0.542705,0.134512,0.413242,0.278730,1.000000,-0.204358,-0.014103,0.015237
0.21000,0.562892,0.562892,0.153018,0.435223,0.282205,1.000000,-0.267654,-0.014094,0.015227
