t,ref_big,ref_aim,platform,aim,small,tau_big,tau_small,beta_true,beta_hat
0.00000,0.000000,0.000000,-0.000083,0.000754,0.000837,0.400000,0.400000,-0.014287,-0.014287
0.01000,0.004057,0.004057,-0.000455,0.003340,0.003795,0.408556,0.535397,-0.014278,-0.014278
0.02000,0.016173,0.016173,-0.001059,0.008400,0.009459,0.808556,0.671628,-0.014269,-0.014269
0.03000,0.036184,0.036184,0.002204,0.016191,0.013987,1.000000,0.670128,-0.014260,-0.014260
0.04000,0.063820,0.063820,0.003919,0.026743,0.022824,1.000000,0.655201,-0.014251,-0.014251
0.05000,0.098707,0.098707,0.005675,0.039867,0.034192,1.000000,0.628253,-0.014241,-0.014241
0.06000,0.140373,0.140373,0.009652,0.055368,0.045716,1.000000,0.594616,-0.014232,-0.014232
0.07000,0.188255,0.188255,0.012286,0.073090,0.060804,1.000000,0.552916,-0.014223,-0.014223
0.08000,0.241705,0.241705,0.016716,0.092713,0.075997,1.000000,0.504002,-0.014214,-0.014214
0.09000,0.300000,0.300000,0.021883,0.114029,0.092145,1.000000,0.457765,-0.014204,-0.014204
0.10000,0.362352,0.362352,0.026069,0.136790,0.110722,1.000000,0.404611,-0.014195,-0.014195
0.11000,0.427918,0.427918,0.033881,0.160646,0.126765,1.000000,0.354174,-0.014186,-0.014186
0.12000,0.495811,0.495811,0.040852,0.185449,0.144598,1.000000,0.306901,-0.014177,-0.014177
0.13000,0.565113,0.565113,0.049274,0.210905,0.161631,1.000000,0.261710,-0.014168,-0.014168
0.14000,0.634887,0.634887,0.059195,0.236837,0.177642,1.000000,0.224725,-0.014158,-0.014158
0.15000,0.704189,0.704189,0.068687,0.263103,0.194416,1.000000,0.191267,-0.014149,-0.014149
0.16000,0.772082,0.772082,0.081619,0.289478,0.207859,1.000000,0.161573,-0.014140,-0.014140
0.17000,0.837648,0.837648,0.093990,0.315934,0.221944,1.000000,0.135577,-0.014131,-0.014131
0.18000,0.900000,0.900000,0.108503,0.342283,0.233781,1.000000,0.110048,-0.014122,-0.014122
0.19000,0.958295,0.958295,0.123973,0.368481,0.244508,1.000000,0.091472,-0.014112,-0.014112
0.20000,1.011745,1.011745,0.140057,0.394453,0.254395,1.000000,0.076269,-0.014103,-0.014103
0.21000,1.059627,1.059627,0.158599,0.420129,0.261530,1.000000,0.066625,-0.014094,-0.014094
0.22000,1.101293,1.101293,0.176659,0.445553,0.268894,1.000000,0.059484,-0.014085,-0.014085
0.23000,1.136180,1.136180,0.197878,0.470625,0.272747,1.000000,0.054320,-0.014076,-0.014076
0.24000,1.163816,1.163816,0.218905,0.495463,0.276558,1.000000,0.060796,-0.014066,-0.014066
0.25000,1.183827,1.183827,0.241716,0.520050,0.278335,1.000000,0.065589,-0.014057,-0.014057
0.26000,1.195943,1.195943,0.265551,0.544488,0.278936,1.000000,0.077505,-0.014048,-0.014048
0.27000,1.200000,1.200000,0.289881,0.568890,0.279009,1.000000,0.089210,-0.014039,-0.014039
0.28000,1.200000,1.200000,0.316011,0.593997,0.277985,1.000000,0.099464,-0.014030,-0.014030
0.29000,1.200000,1.200000,0.341510,0.619633,0.278123,1.000000,0.104160,-0.014020,-0.014020
0.30000,1.200000,1.200000,0.369632,0.645847,0.276215,1.000000,0.109509,-0.014011,-0.014011
0.31000,1.200000,1.200000,0.396720,0.672959,0.276240,1.000000,0.112808,-0.014002,-0.014002
0.32000,1.200000,1.200000,0.426196,0.700591,0.274396,1.000000,0.115605,-0.013993,-0.013993
0.33000,1.200000,1.200000,0.454987,0.729220,0.274232,1.000000,0.118396,-0.013984,-0.013984
0.34000,1.200000,1.200000,0.485624,0.758354,0.272730,1.000000,0.120716,-0.013974,-0.013974
0.35000,1.200000,1.200000,0.516004,0.788527,0.272522,1.000000,0.136795,-0.013965,-0.013965
0.36000,1.200000,1.200000,0.547828,0.819262,0.271434,1.000000,0.142270,-0.013956,-0.013956
0.37000,1.200000,1.200000,0.579676,0.851033,0.271356,1.000000,0.141398,-0.013947,-0.013947
0.38000,1.200000,1.200000,0.612779,0.883258,0.270479,1.000000,0.119757,-0.013938,-0.013938
0.39000,1.200000,1.200000,0.646213,0.916071,0.269859,1.000000,-0.067233,-0.013928,-0.013928
0.40000,1.200000,1.200000,0.680984,0.948773,0.267789,1.000000,-0.174907,-0.013919,-0.013919
0.41000,1.200000,1.200000,0.716580,0.980916,0.264335,1.000000,-0.265050,-0.013910,-0.013910
0.42000,1.200000,1.200000,0.753681,1.012065,0.258385,1.000000,-0.348397,-0.013901,-0.013901
0.43000,1.200000,1.200000,0.791994,1.041908,0.249914,0.922704,-0.414000,-0.013892,-0.013892
0.44000,1.200000,1.200000,0.830944,1.070222,0.239278,0.522704,-0.452577,-0.013883,-0.013883
0.45000,1.200000,1.200000,0.871446,1.096865,0.225419,0.122704,-0.481562,-0.013873,-0.013873
0.46000,1.200000,1.200000,0.911833,1.121755,0.209922,-0.203917,-0.514457,-0.013864,-0.013864
0.47000,1.200000,1.200000,0.952122,1.144792,0.192670,-0.590517,-0.530902,-0.013855,-0.013855
