t,ref_big,ref_aim,platform,aim,small,tau_big,tau_small,beta_true,beta_hat
0.00000,0.000000,0.000000,-0.000083,0.000754,0.000837,0.400000,0.400000,-0.014287,0.000000
0.01000,0.009423,0.009423,-0.000200,0.002708,0.002908,0.800000,0.282603,-0.014278,0.001561
0.02000,0.018837,0.018837,0.001894,0.005541,0.003646,1.000000,0.264567,-0.014269,0.007802
0.03000,0.028232,0.028232,0.006888,0.009880,0.002992,1.000000,0.255262,-0.014260,0.010705
0.04000,0.037600,0.037600,0.011028,0.015176,0.004148,1.000000,0.222956,-0.014251,0.010698
0.05000,0.046930,0.046930,0.015279,0.021069,0.005790,1.000000,0.216976,-0.014241,0.010707
0.06000,0.056214,0.056214,0.023523,0.028043,0.004520,1.000000,0.190459,-0.014232,0.013549
0.07000,0.065443,0.065443,0.030898,0.035941,0.005043,1.000000,0.172085,-0.014223,0.013543
0.08000,0.074607,0.074607,0.037905,0.044162,0.006257,0.961858,0.153940,-0.014214,0.013543
0.09000,0.083697,0.083697,0.049177,0.053089,0.003912,0.765097,0.132167,-0.014204,0.014836
0.10000,0.092705,0.092705,0.059485,0.063100,0.003615,0.716397,0.125615,-0.014195,0.014827
0.11000,0.101621,0.101621,0.069165,0.073355,0.004190,0.645703,0.096336,-0.014186,0.014805
0.12000,0.110437,0.110437,0.078721,0.083614,0.004893,0.607372,0.100377,-0.014177,0.014806
0.13000,0.119144,0.119144,0.091605,0.094335,0.002730,0.375905,0.064450,-0.014168,0.014852
0.14000,0.127734,0.127734,0.103622,0.105856,0.002233,0.326540,0.055084,-0.014158,0.014843
0.15000,0.136197,0.136197,0.115062,0.117435,0.002373,0.281386,0.038697,-0.014149,0.014803
0.16000,0.144526,0.144526,0.126069,0.128718,0.002650,0.240154,0.034112,-0.014140,0.013431
0.17000,0.152712,0.152712,0.136660,0.139675,0.003015,0.189514,0.027106,-0.014131,0.013088
0.18000,0.160748,0.160748,0.146858,0.150260,0.003402,0.143860,0.017264,-0.014122,0.013044
0.19000,0.168625,0.168625,0.156755,0.160270,0.003515,0.112521,-0.068851,-0.014112,0.013018
0.20000,0.176336,0.176336,0.166314,0.169829,0.003515,0.076710,-0.052442,-0.014103,0.013014
0.21000,0.183872,0.183872,0.175522,0.179038,0.003515,0.041440,-0.052645,-0.014094,0.013035
0.22000,0.191227,0.191227,0.185244,0.188104,0.002860,0.040171,-0.055927,-0.014085,0.013081
0.23000,0.198394,0.198394,0.195083,0.197332,0.002249,0.003747,-0.074244,-0.014076,0.013124
0.24000,0.205364,0.205364,0.204405,0.206599,0.002194,-0.031187,-0.078747,-0.014066,0.013140
0.25000,0.212132,0.212132,0.213343,0.215537,0.002194,-0.035830,-0.079864,-0.014057,0.013129
0.26000,0.218691,0.218691,0.221908,0.224101,0.002194,-0.057469,-0.087230,-0.014048,0.013089
0.27000,0.225033,0.225033,0.230099,0.232292,0.002193,-0.081303,-0.092358,-0.014039,0.010067
0.28000,0.231154,0.231154,0.237915,0.240108,0.002193,-0.097391,-0.096884,-0.014030,0.005374
0.29000,0.237047,0.237047,0.245355,0.247548,0.002193,-0.107824,-0.100330,-0.014020,0.000376
0.30000,0.242705,0.242705,0.252415,0.254607,0.002193,-0.115278,-0.102618,-0.014011,-0.005001
0.31000,0.248124,0.248124,0.258550,0.261231,0.002681,-0.119413,-0.103807,-0.014002,-0.010778
0.32000,0.253298,0.253298,0.262459,0.266984,0.004525,-0.081026,-0.104399,-0.013993,-0.014335
0.33000,0.258223,0.258223,0.266267,0.271708,0.005441,-0.032876,-0.105829,-0.013984,-0.014436
0.34000,0.262892,0.262892,0.269955,0.275505,0.005550,-0.030591,-0.101860,-0.013974,-0.014505
0.35000,0.267302,0.267302,0.273332,0.278881,0.005550,-0.019651,-0.095290,-0.013965,-0.014545
0.36000,0.271448,0.271448,0.276370,0.281920,0.005550,-0.015224,-0.088156,-0.013956,-0.014559
0.37000,0.275326,0.275326,0.279076,0.284625,0.005550,-0.010608,-0.081016,-0.013947,-0.014548
0.38000,0.278933,0.278933,0.281454,0.287004,0.005549,-0.005711,-0.074558,-0.013938,-0.014515
0.39000,0.282264,0.282264,0.283511,0.289060,0.005549,0.051546,-0.072013,-0.013928,-0.014461
0.40000,0.285317,0.285317,0.285253,0.290802,0.005549,0.056341,-0.068794,-0.013919,-0.014387
0.41000,0.288088,0.288088,0.286690,0.292240,0.005549,-0.005821,-0.055890,-0.013910,-0.014291
0.42000,0.290575,0.290575,0.287846,0.293395,0.005549,0.020079,-0.054007,-0.013901,-0.014174
0.43000,0.292775,0.292775,0.289092,0.294430,0.005338,0.055629,-0.038798,-0.013892,-0.013546
0.44000,0.294686,0.294686,0.290631,0.295704,0.005073,0.040956,-0.044213,-0.013883,-0.012556
0.45000,0.296307,0.296307,0.291837,0.296910,0.005073,0.009470,-0.059790,-0.013873,-0.012434
0.46000,0.297634,0.297634,0.292756,0.297829,0.005073,0.008481,-0.061595,-0.013864,-0.012327
0.47000,0.298669,0.298669,0.293380,0.298453,0.005073,0.007162,-0.063813,-0.013855,-0.012231
0.48000,0.299408,0.299408,0.293706,0.298779,0.005073,0.003385,-0.058363,-0.013846,-0.012145
0.49000,0.299852,0.299852,0.293759,0.298831,0.005072,0.000953,-0.059226,-0.013837,-0.012066
0.50000,0.300000,0.300000,0.293759,0.298830,0.005072,-0.046064,-0.062911,-0.013828,-0.011991
0.51000,0.299852,0.299852,0.293759,0.298830,0.005071,-0.083521,-0.068814,-0.013818,-0.011921
0.52000,0.299408,0.299408,0.293759,0.298829,0.005070,-0.452527,-0.063285,-0.013809,-0.011859
0.53000,0.298669,0.298669,0.293759,0.298828,0.005069,-0.378627,-0.083125,-0.013800,-0.011816
0.54000,0.297634,0.297634,0.293759,0.298826,0.005067,-0.371432,-0.084441,-0.013791,-0.011815
0.55000,0.296307,0.296307,0.293759,0.298825,0.005066,-0.366018,-0.085228,-0.013782,-0.011873
0.56000,0.294686,0.294686,0.289668,0.298563,0.008895,-0.361493,-0.085441,-0.013773,-0.012474
