t,ref_big,ref_aim,platform,aim,small,tau_big,tau_small,beta_true,beta_hat
0.00000,0.000000,0.000000,-0.000083,0.000754,0.000837,0.185093,0.400000,-0.014287,0.000000
0.01000,0.009423,0.009423,-0.000402,0.003205,0.003607,0.234872,0.481060,-0.014278,0.000669
0.02000,0.018837,0.018837,-0.000973,0.007404,0.008377,0.174439,0.432717,-0.014269,0.002901
0.03000,0.028232,0.028232,-0.001679,0.013099,0.014778,0.175978,0.390613,-0.014260,0.006622
0.04000,0.037600,0.037600,-0.001596,0.020040,0.021637,0.151870,0.347057,-0.014251,0.011464
0.05000,0.046930,0.046930,-0.000559,0.028026,0.028584,0.150389,0.308816,-0.014241,0.013181
0.06000,0.056214,0.056214,-0.000276,0.036887,0.037163,0.142233,0.274436,-0.014232,0.013196
0.07000,0.065443,0.065443,-0.000276,0.046426,0.046702,0.147059,0.239863,-0.014223,0.013194
0.08000,0.074607,0.074607,-0.000277,0.056468,0.056745,0.142091,0.211230,-0.014214,0.013185
0.09000,0.083697,0.083697,-0.000277,0.066873,0.067150,0.179724,0.185872,-0.014204,0.013177
0.10000,0.092705,0.092705,-0.000277,0.077462,0.077739,0.579724,0.140919,-0.014195,0.013178
0.11000,0.101621,0.101621,0.001669,0.087996,0.086327,0.979724,0.104061,-0.014186,0.013205
0.12000,0.110437,0.110437,0.005654,0.098338,0.092684,1.000000,0.068977,-0.014177,0.013237
0.13000,0.119144,0.119144,0.009348,0.108381,0.099034,1.000000,0.039087,-0.014168,0.013253
0.14000,0.127734,0.127734,0.016890,0.117921,0.101031,1.000000,0.008722,-0.014158,0.015301
0.15000,0.136197,0.136197,0.024272,0.126843,0.102570,1.000000,-0.053476,-0.014149,0.015314
0.16000,0.144526,0.144526,0.033911,0.135144,0.101233,1.000000,-0.058798,-0.014140,0.015344
0.17000,0.152712,0.152712,0.044509,0.143537,0.099028,1.000000,-0.079379,-0.014131,0.015366
0.18000,0.160748,0.160748,0.055981,0.152004,0.096023,1.000000,-0.091843,-0.014122,0.015388
0.19000,0.168625,0.168625,0.069370,0.160493,0.091123,0.875468,-0.105112,-0.014112,0.015420
0.20000,0.176336,0.176336,0.082230,0.168992,0.086762,0.674207,-0.117719,-0.014103,0.015434
0.21000,0.183872,0.183872,0.096972,0.177399,0.080428,0.534773,-0.128602,-0.014094,0.015474
0.22000,0.191227,0.191227,0.111870,0.185721,0.073851,0.412167,-0.139374,-0.014085,0.015494
0.23000,0.198394,0.198394,0.126259,0.193916,0.067657,0.327233,-0.148183,-0.014076,0.015499
0.24000,0.205364,0.205364,0.140175,0.201919,0.061744,0.200946,-0.163290,-0.014066,0.015507
0.25000,0.212132,0.212132,0.153691,0.209679,0.055988,0.100922,-0.166282,-0.014057,0.015532
0.26000,0.218691,0.218691,0.167974,0.217159,0.049184,0.026008,-0.171389,-0.014048,0.015577
0.27000,0.225033,0.225033,0.182064,0.224368,0.042304,-0.053233,-0.174066,-0.014039,0.015606
0.28000,0.231154,0.231154,0.195716,0.231294,0.035578,-0.114342,-0.177692,-0.014030,0.015609
0.29000,0.237047,0.237047,0.208923,0.237918,0.028994,-0.165322,-0.180378,-0.014020,0.015580
0.30000,0.242705,0.242705,0.221684,0.244231,0.022547,-0.208388,-0.180311,-0.014011,0.012103
0.31000,0.248124,0.248124,0.233997,0.250227,0.016230,-0.243611,-0.181969,-0.014002,0.004689
0.32000,0.253298,0.253298,0.245849,0.255899,0.010051,-0.274644,-0.182270,-0.013993,-0.004119
0.33000,0.258223,0.258223,0.252676,0.261347,0.008671,-0.304801,-0.160730,-0.013984,-0.014477
0.34000,0.262892,0.262892,0.258921,0.266466,0.007545,-0.261200,-0.176397,-0.013974,-0.014560
0.35000,0.267302,0.267302,0.264810,0.271205,0.006395,-0.221356,-0.179530,-0.013965,-0.014594
0.36000,0.271448,0.271448,0.270356,0.275558,0.005201,-0.187900,-0.179137,-0.013956,-0.014593
0.37000,0.275326,0.275326,0.275563,0.279531,0.003968,-0.161392,-0.176650,-0.013947,-0.014571
0.38000,0.278933,0.278933,0.280429,0.283143,0.002714,-0.141741,-0.172133,-0.013938,-0.014537
0.39000,0.282264,0.282264,0.284943,0.286432,0.001489,-0.129499,-0.161336,-0.013928,-0.014503
0.40000,0.285317,0.285317,0.289032,0.289585,0.000553,-0.154154,-0.097179,-0.013919,-0.014475
0.41000,0.288088,0.288088,0.292621,0.292794,0.000172,-0.158767,-0.082573,-0.013910,-0.014461
0.42000,0.290575,0.290575,0.295765,0.295930,0.000165,-0.200113,-0.098206,-0.013901,-0.014468
0.43000,0.292775,0.292775,0.298568,0.298733,0.000165,-0.239740,-0.116427,-0.013892,-0.014501
0.44000,0.294686,0.294686,0.301028,0.301192,0.000164,-0.313995,-0.127828,-0.013883,-0.014570
0.45000,0.296307,0.296307,0.301409,0.303175,0.001766,-0.361527,-0.139508,-0.013873,-0.014685
0.46000,0.297634,0.297634,0.300475,0.304001,0.003526,-0.381241,-0.153601,-0.013864,-0.014803
0.47000,0.298669,0.298669,0.300346,0.303797,0.003450,-0.388230,-0.151692,-0.013855,-0.014884
0.48000,0.299408,0.299408,0.300347,0.303290,0.002944,-0.390862,-0.147932,-0.013846,-0.014953
0.49000,0.299852,0.299852,0.300347,0.302552,0.002205,-0.376264,-0.142917,-0.013837,-0.015031
0.50000,0.300000,0.300000,0.299878,0.301618,0.001740,-0.347021,-0.132569,-0.013828,-0.015137
0.51000,0.299852,0.299852,0.297260,0.299979,0.002719,-0.294150,-0.102720,-0.013818,-0.015272
0.52000,0.299408,0.299408,0.295231,0.297931,0.002699,-0.320479,-0.040338,-0.013809,-0.015370
0.53000,0.298669,0.298669,0.293549,0.296103,0.002553,-0.328171,-0.063754,-0.013800,-0.015450
0.54000,0.297634,0.297634,0.292252,0.294390,0.002138,-0.349609,-0.083595,-0.013791,-0.015531
0.55000,0.296307,0.296307,0.291319,0.292779,0.001460,-0.386057,-0.070899,-0.013782,-0.015630
