t,ref_big,ref_aim,platform,aim,small,tau_big,tau_small,beta_true,beta_hat
0.00000,0.000000,0.000000,-0.000083,0.000754,0.000837,0.400000,0.400000,-0.014287,-0.014287
0.01000,0.002366,0.002366,-0.000608,0.003720,0.004328,0.634546,0.687271,-0.014278,-0.014278
0.02000,0.009425,0.009425,-0.000099,0.009524,0.009623,1.000000,0.678005,-0.014269,-0.014269
0.03000,0.021067,0.021067,0.003305,0.018099,0.014794,1.000000,0.670752,-0.014260,-0.014260
0.04000,0.037108,0.037108,0.005155,0.029417,0.024262,1.000000,0.650921,-0.014251,-0.014251
0.05000,0.057295,0.057295,0.006771,0.043271,0.036500,1.000000,0.620408,-0.014241,-0.014241
0.06000,0.081309,0.081309,0.011499,0.059446,0.047947,1.000000,0.588971,-0.014232,-0.014232
0.07000,0.108773,0.108773,0.014879,0.077815,0.062936,1.000000,0.546944,-0.014223,-0.014223
0.08000,0.139252,0.139252,0.018303,0.098079,0.079776,1.000000,0.498003,-0.014214,-0.014214
0.09000,0.172266,0.172266,0.024792,0.119952,0.095159,1.000000,0.451872,-0.014204,-0.014204
0.10000,0.207295,0.207295,0.030223,0.143255,0.113032,1.000000,0.398905,-0.014195,-0.014195
0.11000,0.243786,0.243786,0.036439,0.167655,0.131216,1.000000,0.345508,-0.014186,-0.014186
0.12000,0.281163,0.281163,0.045298,0.192894,0.147595,1.000000,0.299774,-0.014177,-0.014177
0.13000,0.318837,0.318837,0.053376,0.218812,0.165435,1.000000,0.254711,-0.014168,-0.014168
0.14000,0.356214,0.356214,0.063251,0.245123,0.181872,1.000000,0.212641,-0.014158,-0.014158
0.15000,0.392705,0.392705,0.074979,0.271692,0.196713,1.000000,0.184003,-0.014149,-0.014149
0.16000,0.427734,0.427734,0.086104,0.298428,0.212325,1.000000,0.156229,-0.014140,-0.014140
0.17000,0.460748,0.460748,0.100193,0.325117,0.224924,1.000000,0.127411,-0.014131,-0.014131
0.18000,0.491227,0.491227,0.115043,0.351662,0.236619,1.000000,0.080014,-0.014122,-0.014122
0.19000,0.518691,0.518691,0.129558,0.377898,0.248340,1.000000,0.051609,-0.014112,-0.014112
0.20000,0.542705,0.542705,0.148221,0.403449,0.255228,1.000000,-0.041203,-0.014103,-0.014103
0.21000,0.562892,0.562892,0.166711,0.427967,0.261256,1.000000,-0.145946,-0.014094,-0.014094
0.22000,0.578933,0.578933,0.186633,0.451098,0.264465,1.000000,-0.192752,-0.014085,-0.014085
0.23000,0.590575,0.590575,0.209249,0.473293,0.264044,1.000000,-0.254718,-0.014076,-0.014076
0.24000,0.597634,0.597634,0.231589,0.494587,0.262998,1.000000,-0.311763,-0.014066,-0.014066
0.25000,0.600000,0.600000,0.256853,0.514673,0.257819,1.000000,-0.357631,-0.014057,-0.014057
0.26000,0.600000,0.600000,0.283232,0.533429,0.250197,1.000000,-0.402889,-0.014048,-0.014048
0.27000,0.600000,0.600000,0.309532,0.550730,0.241198,0.646044,-0.427744,-0.014039,-0.014039
0.28000,0.600000,0.600000,0.339000,0.566403,0.227404,0.416153,-0.458425,-0.014030,-0.014030
0.29000,0.600000,0.600000,0.368566,0.580508,0.211942,0.055237,-0.454129,-0.014020,-0.014020
0.30000,0.600000,0.600000,0.398022,0.593074,0.195053,-0.153558,-0.456783,-0.014011,-0.014011
0.31000,0.600000,0.600000,0.427334,0.604160,0.176827,-0.485734,-0.438632,-0.014002,-0.014002
0.32000,0.600000,0.600000,0.456448,0.613876,0.157427,-0.653424,-0.420656,-0.013993,-0.013993
0.33000,0.600000,0.600000,0.479390,0.622451,0.143062,-0.987843,-0.390646,-0.013984,-0.013984
0.34000,0.600000,0.600000,0.500224,0.629814,0.129589,-0.953105,-0.386406,-0.013974,-0.013974
0.35000,0.600000,0.600000,0.520872,0.635999,0.115127,-1.000000,-0.363583,-0.013965,-0.013965
0.36000,0.600000,0.600000,0.541284,0.641135,0.099851,-1.000000,-0.341266,-0.013956,-0.013956
0.37000,0.600000,0.600000,0.558060,0.645398,0.087339,-1.000000,-0.319056,-0.013947,-0.013947
0.38000,0.600000,0.600000,0.570363,0.648806,0.078444,-1.000000,-0.310613,-0.013938,-0.013938
0.39000,0.600000,0.600000,0.582438,0.651354,0.068916,-1.000000,-0.283419,-0.013928,-0.013928
0.40000,0.600000,0.600000,0.594235,0.653173,0.058938,-1.000000,-0.261047,-0.013919,-0.013919
0.41000,0.600000,0.600000,0.603596,0.654412,0.050816,-1.000000,-0.240819,-0.013910,-0.013910
0.42000,0.600000,0.600000,0.607603,0.655114,0.047512,-0.808508,-0.237309,-0.013901,-0.013901
0.43000,0.600000,0.600000,0.611365,0.655212,0.043847,-0.734131,-0.220730,-0.013892,-0.013892
0.44000,0.600000,0.600000,0.614858,0.654789,0.039931,-0.665091,-0.205789,-0.013883,-0.013883
0.45000,0.600000,0.600000,0.618051,0.653923,0.035872,-0.595225,-0.190625,-0.013873,-0.013873
0.46000,0.600000,0.600000,0.620865,0.652692,0.031826,-0.526835,-0.176001,-0.013864,-0.013864
0.47000,0.600000,0.600000,0.618618,0.650800,0.032181,-0.430170,-0.166305,-0.013855,-0.013855
0.48000,0.600000,0.600000,0.616963,0.648400,0.031437,-0.359076,-0.149374,-0.013846,-0.013846
0.49000,0.600000,0.600000,0.615843,0.645780,0.029937,-0.347105,-0.135816,-0.013837,-0.013837
0.50000,0.600000,0.600000,0.615226,0.643015,0.027790,-0.325759,-0.123300,-0.013828,-0.013828
