t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq
0.000000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090384947,-0.036341001,1,-2.455820697,0
0.010000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090430117,-0.036359163,1,-2.455820697,1
0.020000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090475287,-0.036377324,1,-2.455820697,2
0.030000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090520457,-0.036395485,1,-2.455820697,3
0.040000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090565627,-0.036413647,1,-2.455820697,4
0.050000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090610796,-0.036431808,1,-2.455820697,5
0.060000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090655966,-0.036449970,1,-2.455820697,6
0.070000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090701136,-0.036468131,1,-2.455820697,7
0.080000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090746306,-0.036500035,1,-2.455820697,8
0.090000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090791476,-0.036612787,1,-2.455820697,9
0.100000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090836646,-0.036886466,1,-2.455820697,10
0.110000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090881816,-0.037401193,1,-2.455820697,11
0.120000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090926986,-0.038209643,1,-2.455820697,12
0.130000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.090972156,-0.039257808,1,-2.455820697,13
0.140000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091017325,-0.040465766,1,-2.455820697,14
0.150000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091062495,-0.041753558,1,-2.455820697,15
0.160000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091107665,-0.043041183,1,-2.455820697,16
0.170000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091152835,-0.044248601,1,-2.455820697,17
0.180000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091198005,-0.045295731,1,-2.455820697,18
0.190000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091243175,-0.046102453,1,-2.455820697,19
0.200000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091288345,-0.046588606,1,-2.455820697,20
0.210000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091333515,-0.046673991,1,-2.455820697,21
0.220000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091378685,-0.046284455,1,-2.455820697,22
0.230000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091423854,-0.045395426,1,-2.455820697,23
0.240000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091469024,-0.044006491,1,-2.455820697,24
0.250000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091514194,-0.042117401,1,-2.455820697,25
0.260000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091559364,-0.039727907,1,-2.455820697,26
0.270000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091604534,-0.036838330,1,-2.455820697,27
0.280000,-2.410650808,-0.004601942,0.000000000,0.000000000,-0.091649704,-0.033479527,1,-2.455820697,28
