t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay,theta_big_motor,dtheta_big_motor,theta_big_platform,dtheta_big_platform,theta_big_motor_meas,platform_azimuth,platform_rate,small_joint_angle_est,small_joint_rate_est,pitch_joint_angle,pitch_joint_rate,pitch_acc,chassis_azimuth,chassis_yaw_rate,big_enc_age,big_sample_interval,big_enc_innovation,chassis_imu_age,gravity_a_x,gravity_a_y,gravity_a_z,base_omega_x,base_omega_y,base_omega_z,los_azimuth,los_elevation,mcu_bullet_velocity,mcu_pitch_angle,mcu_yaw_big_angle,mcu_yaw_big_omega,mcu_yaw_small_angle,mcu_yaw_small_omega,mcu_chassis_imu_yaw,mcu_chassis_imu_omega,mcu_mark,mcu_color,mcu_auto_aim_switch,mcu_temp_big,mcu_temp_small,imu_gx,imu_gy,imu_gz,imu_ax,imu_ay,imu_az,imu_euler_yaw,imu_euler_pitch,imu_euler_roll,imu_dt_one_tenth_ms,tx_auto_aim_enable,tx_fire,tx_pitch_target_angle,tx_yaw_big_mode,tx_yaw_big_target_angle,tx_yaw_big_target_velocity,tx_yaw_big_torque,tx_yaw_small_mode,tx_yaw_small_target_angle,tx_yaw_small_target_velocity,tx_yaw_small_torque,target_big,target_small,est_valid,mcu_valid,imu_valid
0.0041,0.487657,0.023166,-0.009576,-0.005149,0.000000,-0.000280,1,-2.403230,158,0.000000,0.000000,0.487657,-0.009811,0.531849,-0.009576,0.488236,0.531849,-0.009576,0.023166,-0.005149,0.000000,0.000000,0.000000,0.000000,0.000000,0.060000,0.110000,0.000000,0.060000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.531849,0.000000,0.000000,0.000000,0.488236,-0.009643,0.023151,-0.005149,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.009576,0.000000,0.000000,9.810000,0.531849,0.000000,0.000000,100,1,0,0.000000,0,0.531849,0.000000,0.000000,0,0.023143,0.000000,-0.000280,0.531849,0.023143,1,1,1
0.0130,0.487561,0.023153,-0.002272,-0.001390,-0.000879,-0.000690,1,-2.403230,158,0.000000,0.000000,0.487561,-0.009589,0.531788,-0.002272,0.488236,0.531788,-0.002272,0.023153,-0.001390,0.000000,0.000000,0.000000,0.000000,0.000000,0.070000,0.110000,0.000000,0.070000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.531788,0.000000,0.000000,0.000000,0.488236,-0.009643,0.023127,-0.001390,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.002272,0.000000,0.000000,9.810000,0.531788,0.000000,0.000000,100,1,0,0.000000,0,0.531715,0.000000,-0.000879,0,0.023076,0.000000,-0.000690,0.531715,0.023076,1,1,1
0.0230,0.487464,0.023141,-0.000928,-0.000167,-0.011206,-0.005617,1,-2.403230,158,0.000000,0.000000,0.487464,-0.009571,0.531775,-0.000928,0.488236,0.531775,-0.000928,0.023141,-0.000167,0.000000,0.000000,0.000000,0.000000,0.000000,0.080000,0.110000,0.000000,0.080000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.531775,0.000000,0.000000,0.000000,0.488236,-0.009643,0.023121,-0.000167,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000928,0.000000,0.000000,9.810000,0.531775,0.000000,0.000000,100,1,0,0.000000,0,0.530781,0.000000,-0.011206,0,0.022609,0.000000,-0.005617,0.530781,0.022609,1,1,1
0.0331,0.487368,0.023137,-0.001023,-0.000570,-0.032296,-0.016235,1,-2.403230,158,0.000000,0.000000,0.487368,-0.009512,0.531766,-0.001023,0.488236,0.531766,-0.001023,0.023137,-0.000570,0.000000,0.000000,0.000000,0.000000,0.000000,0.090000,0.110000,0.000000,0.090000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.531766,0.000000,0.000000,0.000000,0.488236,-0.009643,0.023116,-0.000570,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.001023,0.000000,0.000000,9.810000,0.531766,0.000000,0.000000,100,1,0,0.000000,0,0.528245,0.000000,-0.032296,0,0.021341,0.000000,-0.016235,0.528245,0.021341,1,1,1
0.0432,0.487271,0.023081,-0.001312,-0.001619,-0.066112,-0.032525,1,-2.403230,158,0.000000,0.000000,0.487271,-0.009604,0.531754,-0.001312,0.488236,0.531754,-0.001312,0.023081,-0.001619,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.110000,0.000000,0.100000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.531754,0.000000,0.000000,0.000000,0.488236,-0.009643,0.023102,-0.001619,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.001312,0.000000,0.000000,9.810000,0.531754,0.000000,0.000000,100,1,0,0.000000,0,0.523311,0.000000,-0.066112,0,0.018874,0.000000,-0.032525,0.523311,0.018874,1,1,1
0.0529,0.488072,0.023063,-0.002063,-0.003284,-0.111224,-0.055461,1,-2.403230,159,0.000000,0.000000,0.488072,0.004283,0.531738,-0.002063,0.488072,0.531738,-0.002063,0.023063,-0.003284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.531738,0.000000,0.000000,0.000000,0.488072,0.004271,0.023073,-0.003284,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.002063,0.000000,0.000000,9.810000,0.531738,0.000000,0.000000,100,1,0,0.000000,0,0.515433,0.000000,-0.111224,0,0.014935,0.000000,-0.055461,0.515433,0.014935,1,1,1
0.0629,0.488114,0.023009,-0.003751,-0.005888,-0.162804,-0.080875,1,-2.403230,159,0.000000,0.000000,0.488114,0.004295,0.531709,-0.003751,0.488072,0.531709,-0.003751,0.023009,-0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.090000,0.000000,0.010000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.531709,0.000000,0.000000,0.000000,0.488072,0.004271,0.023020,-0.005888,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003751,0.000000,0.000000,9.810000,0.531709,0.000000,0.000000,100,1,0,0.000000,0,0.504555,0.000000,-0.162804,0,0.009496,0.000000,-0.080875,0.504555,0.009496,1,1,1
0.0728,0.488157,0.022943,-0.006421,-0.009769,-0.220246,-0.109510,1,-2.403230,159,0.000000,0.000000,0.488157,0.004297,0.531660,-0.006421,0.488072,0.531660,-0.006421,0.022943,-0.009769,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.090000,0.000000,0.020000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.531660,0.000000,0.000000,0.000000,0.488072,0.004271,0.022935,-0.009769,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.006421,0.000000,0.000000,9.810000,0.531660,0.000000,0.000000,100,1,0,0.000000,0,0.490677,0.000000,-0.220246,0,0.002557,0.000000,-0.109510,0.490677,0.002557,1,1,1
0.0830,0.488200,0.022781,-0.009964,-0.017489,-0.283545,-0.140093,1,-2.403230,159,0.000000,0.000000,0.488200,0.004268,0.531580,-0.009964,0.488072,0.531580,-0.009964,0.022781,-0.017489,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.090000,0.000000,0.030000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.531580,0.000000,0.000000,0.000000,0.488072,0.004271,0.022790,-0.017489,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.009964,0.000000,0.000000,9.810000,0.531580,0.000000,0.000000,100,1,0,0.000000,0,0.473799,0.000000,-0.283545,0,-0.005882,0.000000,-0.140093,0.473799,-0.005882,1,1,1
0.0934,0.488242,0.022535,-0.014501,-0.034553,-0.352676,-0.173475,1,-2.403230,159,0.000000,0.000000,0.488242,0.004277,0.531461,-0.014501,0.488072,0.531461,-0.014501,0.022535,-0.034553,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.090000,0.000000,0.040000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.531461,0.000000,0.000000,0.000000,0.488072,0.004271,0.022524,-0.034553,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.014501,0.000000,0.000000,9.810000,0.531461,0.000000,0.000000,100,1,0,0.000000,0,0.453921,0.000000,-0.352676,0,-0.015807,0.000000,-0.173475,0.453921,-0.015807,1,1,1
