t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay,theta_big_motor,dtheta_big_motor,theta_big_platform,dtheta_big_platform,theta_big_motor_meas,platform_azimuth,platform_rate,small_joint_angle_est,small_joint_rate_est,pitch_joint_angle,pitch_joint_rate,pitch_acc,chassis_azimuth,chassis_yaw_rate,big_enc_age,big_sample_interval,big_enc_innovation,chassis_imu_age,gravity_a_x,gravity_a_y,gravity_a_z,base_omega_x,base_omega_y,base_omega_z,los_azimuth,los_elevation,mcu_bullet_velocity,mcu_pitch_angle,mcu_yaw_big_angle,mcu_yaw_big_omega,mcu_yaw_small_angle,mcu_yaw_small_omega,mcu_chassis_imu_yaw,mcu_chassis_imu_omega,mcu_mark,mcu_color,mcu_auto_aim_switch,mcu_temp_big,mcu_temp_small,imu_gx,imu_gy,imu_gz,imu_ax,imu_ay,imu_az,imu_euler_yaw,imu_euler_pitch,imu_euler_roll,imu_dt_one_tenth_ms,tx_auto_aim_enable,tx_fire,tx_pitch_target_angle,tx_yaw_big_mode,tx_yaw_big_target_angle,tx_yaw_big_target_velocity,tx_yaw_big_torque,tx_yaw_small_mode,tx_yaw_small_target_angle,tx_yaw_small_target_velocity,tx_yaw_small_torque,target_big,target_small,est_valid,mcu_valid,imu_valid
0.0049,-1.672982,0.034774,0.000587,-0.008685,0.000000,-0.000013,0,0.231522,114,0.000000,0.000000,-1.672982,0.010664,-1.654949,0.000587,-1.672982,-1.654949,0.000587,0.034774,-0.008685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.654949,0.000000,0.000000,0.000000,-1.672982,0.010722,0.034774,-0.008685,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000587,0.000000,0.000000,9.810000,-1.654949,0.000000,0.000000,100,1,0,0.000000,0,-1.654949,0.000000,0.000000,0,0.034773,0.000000,-0.000013,-1.654949,0.034773,1,1,1
0.0147,-1.672875,0.034753,-0.000333,-0.000166,0.001667,0.001056,0,0.231522,114,0.000000,0.000000,-1.672875,0.010661,-1.654954,-0.000333,-1.672982,-1.654954,-0.000333,0.034753,-0.000166,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.100000,0.000000,0.010000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.654954,0.000000,0.000000,0.000000,-1.672982,0.010722,0.034757,-0.000166,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000333,0.000000,0.000000,9.810000,-1.654954,0.000000,0.000000,100,1,0,0.000000,0,-1.654815,0.000000,0.001667,0,0.034840,0.000000,0.001056,-1.654815,0.034840,1,1,1
0.0250,-1.672768,0.034767,-0.000171,0.000091,0.011520,0.005607,0,0.231522,114,0.000000,0.000000,-1.672768,0.010596,-1.654956,-0.000171,-1.672982,-1.654956,-0.000171,0.034767,0.000091,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.100000,0.000000,0.020000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.654956,0.000000,0.000000,0.000000,-1.672982,0.010722,0.034757,0.000091,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000171,0.000000,0.000000,9.810000,-1.654956,0.000000,0.000000,100,1,0,0.000000,0,-1.653880,0.000000,0.011520,0,0.035307,0.000000,0.005607,-1.653880,0.035307,1,1,1
0.0346,-1.672661,0.034729,-0.000003,0.000548,0.032586,0.016744,0,0.231522,114,0.000000,0.000000,-1.672661,0.010741,-1.654957,-0.000003,-1.672982,-1.654957,-0.000003,0.034729,0.000548,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.100000,0.000000,0.030000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.654957,0.000000,0.000000,0.000000,-1.672982,0.010722,0.034762,0.000548,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000003,0.000000,0.000000,9.810000,-1.654957,0.000000,0.000000,100,1,0,0.000000,0,-1.651345,0.000000,0.032586,0,0.036575,0.000000,0.016744,-1.651345,0.036575,1,1,1
0.0446,-1.672553,0.034772,0.000405,0.001657,0.066410,0.032779,0,0.231522,114,0.000000,0.000000,-1.672553,0.010828,-1.654955,0.000405,-1.672982,-1.654955,0.000405,0.034772,0.001657,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.100000,0.000000,0.040000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.654955,0.000000,0.000000,0.000000,-1.672982,0.010722,0.034776,0.001657,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000405,0.000000,0.000000,9.810000,-1.654955,0.000000,0.000000,100,1,0,0.000000,0,-1.646411,0.000000,0.066410,0,0.039042,0.000000,0.032779,-1.646411,0.039042,1,1,1
0.0548,-1.672446,0.034820,0.001420,0.003284,0.111517,0.055232,0,0.231522,114,0.000000,0.000000,-1.672446,0.010739,-1.654946,0.001420,-1.672982,-1.654946,0.001420,0.034820,0.003284,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.100000,0.000000,0.050000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.654946,0.000000,0.000000,0.000000,-1.672982,0.010722,0.034805,0.003284,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.001420,0.000000,0.000000,9.810000,-1.654946,0.000000,0.000000,100,1,0,0.000000,0,-1.638533,0.000000,0.111517,0,0.042981,0.000000,0.055232,-1.638533,0.042981,1,1,1
0.0647,-1.672339,0.034880,0.003257,0.005866,0.163086,0.080868,0,0.231522,114,0.000000,0.000000,-1.672339,0.010757,-1.654923,0.003257,-1.672982,-1.654923,0.003257,0.034880,0.005866,0.000000,0.000000,0.000000,0.000000,0.000000,0.060000,0.100000,0.000000,0.060000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.654923,0.000000,0.000000,0.000000,-1.672982,0.010722,0.034857,0.005866,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.003257,0.000000,0.000000,9.810000,-1.654923,0.000000,0.000000,100,1,0,0.000000,0,-1.627655,0.000000,0.163086,0,0.048420,0.000000,0.080868,-1.627655,0.048420,1,1,1
0.0748,-1.672232,0.034964,0.005727,0.009923,0.220542,0.109338,0,0.231522,114,0.000000,0.000000,-1.672232,0.010690,-1.654879,0.005727,-1.672982,-1.654879,0.005727,0.034964,0.009923,0.000000,0.000000,0.000000,0.000000,0.000000,0.070000,0.100000,0.000000,0.070000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.654879,0.000000,0.000000,0.000000,-1.672982,0.010722,0.034944,0.009923,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.005727,0.000000,0.000000,9.810000,-1.654879,0.000000,0.000000,100,1,0,0.000000,0,-1.613777,0.000000,0.220542,0,0.055359,0.000000,0.109338,-1.613777,0.055359,1,1,1
0.0847,-1.672124,0.035101,0.008841,0.017967,0.283887,0.140416,0,0.231522,114,0.000000,0.000000,-1.672124,0.010735,-1.654808,0.008841,-1.672982,-1.654808,0.008841,0.035101,0.017967,0.000000,0.000000,0.000000,0.000000,0.000000,0.080000,0.100000,0.000000,0.080000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.654808,0.000000,0.000000,0.000000,-1.672982,0.010722,0.035091,0.017967,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.008841,0.000000,0.000000,9.810000,-1.654808,0.000000,0.000000,100,1,0,0.000000,0,-1.596899,0.000000,0.283887,0,0.063798,0.000000,0.140416,-1.596899,0.063798,1,1,1
0.0947,-1.672017,0.035391,0.012601,0.036131,0.353035,0.173182,0,0.231522,114,0.000000,0.000000,-1.672017,0.010765,-1.654704,0.012601,-1.672982,-1.654704,0.012601,0.035391,0.036131,0.000000,0.000000,0.000000,0.000000,0.000000,0.090000,0.100000,0.000000,0.090000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.654704,0.000000,0.000000,0.000000,-1.672982,0.010722,0.035366,0.036131,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.012601,0.000000,0.000000,9.810000,-1.654704,0.000000,0.000000,100,1,0,0.000000,0,-1.577027,0.000000,0.353035,0,0.073737,0.000000,0.173182,-1.577027,0.073737,1,1,1
