t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay,theta_big_motor,dtheta_big_motor,theta_big_platform,dtheta_big_platform,theta_big_motor_meas,platform_azimuth,platform_rate,small_joint_angle_est,small_joint_rate_est,pitch_joint_angle,pitch_joint_rate,pitch_acc,chassis_azimuth,chassis_yaw_rate,big_enc_age,big_sample_interval,big_enc_innovation,chassis_imu_age,gravity_a_x,gravity_a_y,gravity_a_z,base_omega_x,base_omega_y,base_omega_z,los_azimuth,los_elevation,mcu_bullet_velocity,mcu_pitch_angle,mcu_yaw_big_angle,mcu_yaw_big_omega,mcu_yaw_small_angle,mcu_yaw_small_omega,mcu_chassis_imu_yaw,mcu_chassis_imu_omega,mcu_mark,mcu_color,mcu_auto_aim_switch,mcu_temp_big,mcu_temp_small,imu_gx,imu_gy,imu_gz,imu_ax,imu_ay,imu_az,imu_euler_yaw,imu_euler_pitch,imu_euler_roll,imu_dt_one_tenth_ms,tx_auto_aim_enable,tx_fire,tx_pitch_target_angle,tx_yaw_big_mode,tx_yaw_big_target_angle,tx_yaw_big_target_velocity,tx_yaw_big_torque,tx_yaw_small_mode,tx_yaw_small_target_angle,tx_yaw_small_target_velocity,tx_yaw_small_torque,target_big,target_small,est_valid,mcu_valid,imu_valid
0.0029,-2.406343,-0.127322,-0.003362,-0.000622,-0.081126,-0.006306,1,-2.403230,43,0.000000,0.000000,-2.406343,-0.003399,-2.362499,-0.003362,-2.406243,-2.362499,-0.003362,-0.127322,-0.000622,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.100000,0.000000,0.030000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.362499,0.000000,0.000000,0.000000,-2.406243,-0.003351,-0.127356,-0.000622,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003362,0.000000,0.000000,9.810000,-2.362499,0.000000,0.000000,100,1,0,0.000000,0,-2.403230,0.000000,-0.081126,0,-0.130325,0.000000,-0.006306,-2.403230,-0.130325,1,1,1
0.0129,-2.406377,-0.127323,-0.003360,-0.000647,-0.081059,-0.005997,1,-2.403230,43,0.000000,0.000000,-2.406377,-0.003363,-2.362532,-0.003360,-2.406243,-2.362532,-0.003360,-0.127323,-0.000647,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.100000,0.000000,0.040000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.362532,0.000000,0.000000,0.000000,-2.406243,-0.003351,-0.127362,-0.000647,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003360,0.000000,0.000000,9.810000,-2.362532,0.000000,0.000000,100,1,0,0.000000,0,-2.403230,0.000000,-0.081059,0,-0.130325,0.000000,-0.005997,-2.403230,-0.130325,1,1,1
0.0233,-2.406410,-0.127350,-0.003358,-0.000617,-0.080992,-0.005687,1,-2.403230,43,0.000000,0.000000,-2.406410,-0.003349,-2.362566,-0.003358,-2.406243,-2.362566,-0.003358,-0.127350,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.100000,0.000000,0.050000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.362566,0.000000,0.000000,0.000000,-2.406243,-0.003351,-0.127369,-0.000617,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003358,0.000000,0.000000,9.810000,-2.362566,0.000000,0.000000,100,1,0,0.000000,0,-2.403230,0.000000,-0.080992,0,-0.130325,0.000000,-0.005687,-2.403230,-0.130325,1,1,1
0.0329,-2.406444,-0.127385,-0.003355,-0.000585,-0.080925,-0.005528,1,-2.403230,43,0.000000,0.000000,-2.406444,-0.003336,-2.362600,-0.003355,-2.406243,-2.362600,-0.003355,-0.127385,-0.000585,0.000000,0.000000,0.000000,0.000000,0.000000,0.060000,0.100000,0.000000,0.060000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.362600,0.000000,0.000000,0.000000,-2.406243,-0.003351,-0.127375,-0.000585,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003355,0.000000,0.000000,9.810000,-2.362600,0.000000,0.000000,100,1,0,0.000000,0,-2.403230,0.000000,-0.080925,0,-0.130325,0.000000,-0.005528,-2.403230,-0.130325,1,1,1
0.0429,-2.406477,-0.127421,-0.003352,-0.000568,-0.080858,-0.005441,1,-2.403230,43,0.000000,0.000000,-2.406477,-0.003328,-2.362633,-0.003352,-2.406243,-2.362633,-0.003352,-0.127421,-0.000568,0.000000,0.000000,0.000000,0.000000,0.000000,0.070000,0.100000,0.000000,0.070000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.362633,0.000000,0.000000,0.000000,-2.406243,-0.003351,-0.127380,-0.000568,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003352,0.000000,0.000000,9.810000,-2.362633,0.000000,0.000000,100,1,0,0.000000,0,-2.403230,0.000000,-0.080858,0,-0.130325,0.000000,-0.005441,-2.403230,-0.130325,1,1,1
0.0529,-2.406511,-0.127399,-0.003349,-0.000559,-0.080792,-0.006081,1,-2.403230,43,0.000000,0.000000,-2.406511,-0.003394,-2.362667,-0.003349,-2.406243,-2.362667,-0.003349,-0.127399,-0.000559,0.000000,0.000000,0.000000,0.000000,0.000000,0.080000,0.100000,0.000000,0.080000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.362667,0.000000,0.000000,0.000000,-2.406243,-0.003351,-0.127386,-0.000559,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003349,0.000000,0.000000,9.810000,-2.362667,0.000000,0.000000,100,1,0,0.000000,0,-2.403230,0.000000,-0.080792,0,-0.130325,0.000000,-0.006081,-2.403230,-0.130325,1,1,1
0.0630,-2.406544,-0.127416,-0.003344,-0.000623,-0.080726,-0.005650,1,-2.403230,43,0.000000,0.000000,-2.406544,-0.003324,-2.362700,-0.003344,-2.406243,-2.362700,-0.003344,-0.127416,-0.000623,0.000000,0.000000,0.000000,0.000000,0.000000,0.090000,0.100000,0.000000,0.090000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.362700,0.000000,0.000000,0.000000,-2.406243,-0.003351,-0.127392,-0.000623,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003344,0.000000,0.000000,9.810000,-2.362700,0.000000,0.000000,100,1,0,0.000000,0,-2.403230,0.000000,-0.080726,0,-0.130325,0.000000,-0.005650,-2.403230,-0.130325,1,1,1
0.0729,-2.406576,-0.127363,-0.003344,-0.000581,-0.080658,-0.006455,1,-2.403230,44,0.000000,0.000000,-2.406576,-0.003317,-2.362734,-0.003344,-2.406576,-2.362734,-0.003344,-0.127363,-0.000581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080000,0.000000,0.000000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.362734,0.000000,0.000000,0.000000,-2.406576,-0.003324,-0.127398,-0.000581,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003344,0.000000,0.000000,9.810000,-2.362734,0.000000,0.000000,100,1,0,0.000000,0,-2.403230,0.000000,-0.080658,0,-0.130325,0.000000,-0.006455,-2.403230,-0.130325,1,1,1
0.0829,-2.406609,-0.127438,-0.003337,-0.000661,-0.080593,-0.005025,1,-2.403230,44,0.000000,0.000000,-2.406609,-0.003393,-2.362767,-0.003337,-2.406576,-2.362767,-0.003337,-0.127438,-0.000661,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.080000,0.000000,0.010000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.362767,0.000000,0.000000,0.000000,-2.406576,-0.003324,-0.127404,-0.000661,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003337,0.000000,0.000000,9.810000,-2.362767,0.000000,0.000000,100,1,0,0.000000,0,-2.403230,0.000000,-0.080593,0,-0.130325,0.000000,-0.005025,-2.403230,-0.130325,1,1,1
0.0929,-2.406642,-0.127430,-0.003340,-0.000520,-0.080525,-0.005860,1,-2.403230,44,0.000000,0.000000,-2.406642,-0.003312,-2.362800,-0.003340,-2.406576,-2.362800,-0.003340,-0.127430,-0.000520,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.080000,0.000000,0.020000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.362800,0.000000,0.000000,0.000000,-2.406576,-0.003324,-0.127410,-0.000520,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003340,0.000000,0.000000,9.810000,-2.362800,0.000000,0.000000,100,1,0,0.000000,0,-2.403230,0.000000,-0.080525,0,-0.130325,0.000000,-0.005860,-2.403230,-0.130325,1,1,1
