t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay,theta_big_motor,dtheta_big_motor,theta_big_platform,dtheta_big_platform,theta_big_motor_meas,platform_azimuth,platform_rate,small_joint_angle_est,small_joint_rate_est,pitch_joint_angle,pitch_joint_rate,pitch_acc,chassis_azimuth,chassis_yaw_rate,big_enc_age,big_sample_interval,big_enc_innovation,chassis_imu_age,gravity_a_x,gravity_a_y,gravity_a_z,base_omega_x,base_omega_y,base_omega_z,los_azimuth,los_elevation,mcu_bullet_velocity,mcu_pitch_angle,mcu_yaw_big_angle,mcu_yaw_big_omega,mcu_yaw_small_angle,mcu_yaw_small_omega,mcu_chassis_imu_yaw,mcu_chassis_imu_omega,mcu_mark,mcu_color,mcu_auto_aim_switch,mcu_temp_big,mcu_temp_small,imu_gx,imu_gy,imu_gz,imu_ax,imu_ay,imu_az,imu_euler_yaw,imu_euler_pitch,imu_euler_roll,imu_dt_one_tenth_ms,tx_auto_aim_enable,tx_fire,tx_pitch_target_angle,tx_yaw_big_mode,tx_yaw_big_target_angle,tx_yaw_big_target_velocity,tx_yaw_big_torque,tx_yaw_small_mode,tx_yaw_small_target_angle,tx_yaw_small_target_velocity,tx_yaw_small_torque,target_big,target_small,est_valid,mcu_valid,imu_valid
0.0046,-1.315025,0.228970,0.000012,0.000488,-0.007724,0.005191,0,0.231522,195,0.000000,0.000000,-1.315025,-0.002752,-1.329218,0.000012,-1.314807,-1.329218,0.000012,0.228970,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.080000,0.100000,0.000000,0.080000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.329218,0.000000,0.000000,0.000000,-1.314807,-0.002728,0.228960,0.000488,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000012,0.000000,0.000000,9.810000,-1.329218,0.000000,0.000000,100,1,0,0.000000,0,-1.333080,0.000000,-0.007724,0,0.231522,0.000000,0.005191,-1.333080,0.231522,1,1,1
0.0146,-1.315052,0.228962,0.000009,0.000531,-0.007724,0.005206,0,0.231522,195,0.000000,0.000000,-1.315052,-0.002719,-1.329218,0.000009,-1.314807,-1.329218,0.000009,0.228962,0.000531,0.000000,0.000000,0.000000,0.000000,0.000000,0.090000,0.100000,0.000000,0.090000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.329218,0.000000,0.000000,0.000000,-1.314807,-0.002728,0.228965,0.000531,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000009,0.000000,0.000000,9.810000,-1.329218,0.000000,0.000000,100,1,0,0.000000,0,-1.333080,0.000000,-0.007724,0,0.231522,0.000000,0.005206,-1.333080,0.231522,1,1,1
0.0245,-1.315078,0.228997,0.000010,0.000534,-0.009327,0.004695,0,0.231522,196,0.000000,0.000000,-1.315078,-0.002737,-1.329218,0.000010,-1.315078,-1.329218,0.000010,0.228997,0.000534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.329218,0.000000,0.000000,0.000000,-1.315078,-0.002706,0.228970,0.000534,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000010,0.000000,0.000000,9.810000,-1.329218,0.000000,0.000000,100,1,0,0.000000,0,-1.333213,0.000000,-0.009327,0,0.231522,0.000000,0.004695,-1.333213,0.231522,1,1,1
0.0345,-1.315105,0.228960,-0.000016,0.000485,-0.016989,0.005491,0,0.231522,196,0.000000,0.000000,-1.315105,-0.002690,-1.329218,-0.000016,-1.315078,-1.329218,-0.000016,0.228960,0.000485,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.100000,0.000000,0.010000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.329218,0.000000,0.000000,0.000000,-1.315078,-0.002706,0.228975,0.000485,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000016,0.000000,0.000000,9.810000,-1.329218,0.000000,0.000000,100,1,0,0.000000,0,-1.333963,0.000000,-0.016989,0,0.231522,0.000000,0.005491,-1.333963,0.231522,1,1,1
0.0446,-1.315132,0.228997,-0.000154,0.000574,-0.024520,0.004676,0,0.231522,196,0.000000,0.000000,-1.315132,-0.002682,-1.329219,-0.000154,-1.315078,-1.329219,-0.000154,0.228997,0.000574,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.100000,0.000000,0.020000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.329219,0.000000,0.000000,0.000000,-1.315078,-0.002706,0.228981,0.000574,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000154,0.000000,0.000000,9.810000,-1.329219,0.000000,0.000000,100,1,0,0.000000,0,-1.335217,0.000000,-0.024520,0,0.231522,0.000000,0.004676,-1.335217,0.231522,1,1,1
0.0547,-1.315160,0.229002,-0.000303,0.000496,-0.031997,0.004988,0,0.231522,196,0.000000,0.000000,-1.315160,-0.002681,-1.329222,-0.000303,-1.315078,-1.329222,-0.000303,0.229002,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.100000,0.000000,0.030000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.329222,0.000000,0.000000,0.000000,-1.315078,-0.002706,0.228986,0.000496,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000303,0.000000,0.000000,9.810000,-1.329222,0.000000,0.000000,100,1,0,0.000000,0,-1.336886,0.000000,-0.031997,0,0.231522,0.000000,0.004988,-1.336886,0.231522,1,1,1
0.0646,-1.315187,0.228981,-0.000475,0.000528,-0.037049,0.005301,0,0.231522,196,0.000000,0.000000,-1.315187,-0.002721,-1.329226,-0.000475,-1.315078,-1.329226,-0.000475,0.228981,0.000528,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.100000,0.000000,0.040000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.329226,0.000000,0.000000,0.000000,-1.315078,-0.002706,0.228992,0.000528,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000475,0.000000,0.000000,9.810000,-1.329226,0.000000,0.000000,100,1,0,0.000000,0,-1.338700,0.000000,-0.037049,0,0.231522,0.000000,0.005301,-1.338700,0.231522,1,1,1
0.0746,-1.315214,0.228968,-0.000610,0.000557,-0.047811,0.005234,0,0.231522,196,0.000000,0.000000,-1.315214,-0.002748,-1.329232,-0.000610,-1.315078,-1.329232,-0.000610,0.228968,0.000557,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.100000,0.000000,0.050000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.329232,0.000000,0.000000,0.000000,-1.315078,-0.002706,0.228997,0.000557,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000610,0.000000,0.000000,9.810000,-1.329232,0.000000,0.000000,100,1,0,0.000000,0,-1.341111,0.000000,-0.047811,0,0.231522,0.000000,0.005234,-1.341111,0.231522,1,1,1
0.0846,-1.315241,0.229009,-0.000910,0.000572,-0.060341,0.004609,0,0.231522,196,0.000000,0.000000,-1.315241,-0.002751,-1.329239,-0.000910,-1.315078,-1.329239,-0.000910,0.229009,0.000572,0.000000,0.000000,0.000000,0.000000,0.000000,0.060000,0.100000,0.000000,0.060000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.329239,0.000000,0.000000,0.000000,-1.315078,-0.002706,0.229003,0.000572,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000910,0.000000,0.000000,9.810000,-1.329239,0.000000,0.000000,100,1,0,0.000000,0,-1.344167,0.000000,-0.060341,0,0.231522,0.000000,0.004609,-1.344167,0.231522,1,1,1
0.0947,-1.315268,0.229041,-0.001344,0.000530,-0.079011,0.004651,0,0.231522,196,0.000000,0.000000,-1.315268,-0.002650,-1.329251,-0.001344,-1.315078,-1.329251,-0.001344,0.229041,0.000530,0.000000,0.000000,0.000000,0.000000,0.000000,0.070000,0.100000,0.000000,0.070000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.329251,0.000000,0.000000,0.000000,-1.315078,-0.002706,0.229009,0.000530,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.001344,0.000000,0.000000,9.810000,-1.329251,0.000000,0.000000,100,1,0,0.000000,0,-1.348275,0.000000,-0.079011,0,0.231522,0.000000,0.004651,-1.348275,0.231522,1,1,1
