t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay,theta_big_motor,dtheta_big_motor,theta_big_platform,dtheta_big_platform,theta_big_motor_meas,platform_azimuth,platform_rate,small_joint_angle_est,small_joint_rate_est,pitch_joint_angle,pitch_joint_rate,pitch_acc,chassis_azimuth,chassis_yaw_rate,big_enc_age,big_sample_interval,big_enc_innovation,chassis_imu_age,gravity_a_x,gravity_a_y,gravity_a_z,base_omega_x,base_omega_y,base_omega_z,los_azimuth,los_elevation,mcu_bullet_velocity,mcu_pitch_angle,mcu_yaw_big_angle,mcu_yaw_big_omega,mcu_yaw_small_angle,mcu_yaw_small_omega,mcu_chassis_imu_yaw,mcu_chassis_imu_omega,mcu_mark,mcu_color,mcu_auto_aim_switch,mcu_temp_big,mcu_temp_small,imu_gx,imu_gy,imu_gz,imu_ax,imu_ay,imu_az,imu_euler_yaw,imu_euler_pitch,imu_euler_roll,imu_dt_one_tenth_ms,tx_auto_aim_enable,tx_fire,tx_pitch_target_angle,tx_yaw_big_mode,tx_yaw_big_target_angle,tx_yaw_big_target_velocity,tx_yaw_big_torque,tx_yaw_small_mode,tx_yaw_small_target_angle,tx_yaw_small_target_velocity,tx_yaw_small_torque,target_big,target_small,est_valid,mcu_valid,imu_valid
0.0047,0.564520,0.195776,-0.003363,-0.000608,-0.081124,-0.005559,0,0.192768,122,0.000000,0.000000,0.564520,-0.003352,0.608365,-0.003363,0.564789,0.608365,-0.003363,0.195776,-0.000608,0.000000,0.000000,0.000000,0.000000,0.000000,0.080000,0.110000,0.000000,0.080000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.608365,0.000000,0.000000,0.000000,0.564789,-0.003367,0.195818,-0.000608,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003363,0.000000,0.000000,9.810000,0.608365,0.000000,0.000000,100,1,0,0.000000,0,0.567635,0.000000,-0.081124,0,0.192768,0.000000,-0.005559,0.567635,0.192768,1,1,1
0.0147,0.564486,0.195804,-0.003361,-0.000572,-0.079452,-0.006355,0,0.192768,122,0.000000,0.000000,0.564486,-0.003380,0.608331,-0.003361,0.564789,0.608331,-0.003361,0.195804,-0.000572,0.000000,0.000000,0.000000,0.000000,0.000000,0.090000,0.110000,0.000000,0.090000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.608331,0.000000,0.000000,0.000000,0.564789,-0.003367,0.195812,-0.000572,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003361,0.000000,0.000000,9.810000,0.608331,0.000000,0.000000,100,1,0,0.000000,0,0.567768,0.000000,-0.079452,0,0.192768,0.000000,-0.006355,0.567768,0.192768,1,1,1
0.0248,0.564452,0.195822,-0.003316,-0.000656,-0.069512,-0.006287,0,0.192768,122,0.000000,0.000000,0.564452,-0.003296,0.608298,-0.003316,0.564789,0.608298,-0.003316,0.195822,-0.000656,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.110000,0.000000,0.100000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.608298,0.000000,0.000000,0.000000,0.564789,-0.003367,0.195806,-0.000656,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003316,0.000000,0.000000,9.810000,0.608298,0.000000,0.000000,100,1,0,0.000000,0,0.568703,0.000000,-0.069512,0,0.192768,0.000000,-0.006287,0.568703,0.192768,1,1,1
0.0346,0.564421,0.195806,-0.003068,-0.000681,-0.048385,-0.005909,0,0.192768,123,0.000000,0.000000,0.564421,-0.003386,0.608266,-0.003068,0.564421,0.608266,-0.003068,0.195806,-0.000681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.608266,0.000000,0.000000,0.000000,0.564421,-0.003336,0.195799,-0.000681,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003068,0.000000,0.000000,9.810000,0.608266,0.000000,0.000000,100,1,0,0.000000,0,0.571238,0.000000,-0.048385,0,0.192768,0.000000,-0.005909,0.571238,0.192768,1,1,1
0.0445,0.564388,0.195818,-0.002499,-0.000690,-0.014520,-0.006220,0,0.192768,123,0.000000,0.000000,0.564388,-0.003338,0.608239,-0.002499,0.564421,0.608239,-0.002499,0.195818,-0.000690,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.090000,0.000000,0.010000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.608239,0.000000,0.000000,0.000000,0.564421,-0.003336,0.195791,-0.000690,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.002499,0.000000,0.000000,9.810000,0.608239,0.000000,0.000000,100,1,0,0.000000,0,0.576172,0.000000,-0.014520,0,0.192768,0.000000,-0.006220,0.576172,0.192768,1,1,1
0.0546,0.564354,0.195806,-0.001491,-0.000779,0.028561,-0.005952,0,0.192768,123,0.000000,0.000000,0.564354,-0.003393,0.608220,-0.001491,0.564421,0.608220,-0.001491,0.195806,-0.000779,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.090000,0.000000,0.020000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.608220,0.000000,0.000000,0.000000,0.564421,-0.003336,0.195783,-0.000779,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.001491,0.000000,0.000000,9.810000,0.608220,0.000000,0.000000,100,1,0,0.000000,0,0.583878,0.000000,0.028561,0,0.192768,0.000000,-0.005952,0.583878,0.192768,1,1,1
0.0646,0.564321,0.195778,-0.000011,-0.000800,0.069391,-0.005740,0,0.192768,123,0.000000,0.000000,0.564321,-0.003305,0.608214,-0.000011,0.564421,0.608214,-0.000011,0.195778,-0.000800,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.090000,0.000000,0.030000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.608214,0.000000,0.000000,0.000000,0.564421,-0.003336,0.195774,-0.000800,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000011,0.000000,0.000000,9.810000,0.608214,0.000000,0.000000,100,1,0,0.000000,0,0.593711,0.000000,0.069391,0,0.192768,0.000000,-0.005740,0.593711,0.192768,1,1,1
0.0746,0.564288,0.195728,0.001512,-0.000798,0.104827,-0.005427,0,0.192768,123,0.000000,0.000000,0.564288,-0.003351,0.608222,0.001512,0.564421,0.608222,0.001512,0.195728,-0.000798,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.090000,0.000000,0.040000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.608222,0.000000,0.000000,0.000000,0.564421,-0.003336,0.195765,-0.000798,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.001512,0.000000,0.000000,9.810000,0.608222,0.000000,0.000000,100,1,0,0.000000,0,0.604873,0.000000,0.104827,0,0.192768,0.000000,-0.005427,0.604873,0.192768,1,1,1
0.0847,0.564254,0.195801,0.003107,-0.000794,0.133284,-0.006792,0,0.192768,123,0.000000,0.000000,0.564254,-0.003352,0.608247,0.003107,0.564421,0.608247,0.003107,0.195801,-0.000794,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.090000,0.000000,0.050000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.608247,0.000000,0.000000,0.000000,0.564421,-0.003336,0.195756,-0.000794,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.003107,0.000000,0.000000,9.810000,0.608247,0.000000,0.000000,100,1,0,0.000000,0,0.616562,0.000000,0.133284,0,0.192768,0.000000,-0.006792,0.616562,0.192768,1,1,1
0.0946,0.564221,0.195775,0.004610,-0.000922,0.153164,-0.005755,0,0.192768,123,0.000000,0.000000,0.564221,-0.003358,0.608286,0.004610,0.564421,0.608286,0.004610,0.195775,-0.000922,0.000000,0.000000,0.000000,0.000000,0.000000,0.060000,0.090000,0.000000,0.060000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,0.608286,0.000000,0.000000,0.000000,0.564421,-0.003336,0.195746,-0.000922,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.004610,0.000000,0.000000,9.810000,0.608286,0.000000,0.000000,100,1,0,0.000000,0,0.627979,0.000000,0.153164,0,0.192768,0.000000,-0.005755,0.627979,0.192768,1,1,1
