t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay,theta_big_motor,dtheta_big_motor,theta_big_platform,dtheta_big_platform,theta_big_motor_meas,platform_azimuth,platform_rate,small_joint_angle_est,small_joint_rate_est,pitch_joint_angle,pitch_joint_rate,pitch_acc,chassis_azimuth,chassis_yaw_rate,big_enc_age,big_sample_interval,big_enc_innovation,chassis_imu_age,gravity_a_x,gravity_a_y,gravity_a_z,base_omega_x,base_omega_y,base_omega_z,los_azimuth,los_elevation,mcu_bullet_velocity,mcu_pitch_angle,mcu_yaw_big_angle,mcu_yaw_big_omega,mcu_yaw_small_angle,mcu_yaw_small_omega,mcu_chassis_imu_yaw,mcu_chassis_imu_omega,mcu_mark,mcu_color,mcu_auto_aim_switch,mcu_temp_big,mcu_temp_small,imu_gx,imu_gy,imu_gz,imu_ax,imu_ay,imu_az,imu_euler_yaw,imu_euler_pitch,imu_euler_roll,imu_dt_one_tenth_ms,tx_auto_aim_enable,tx_fire,tx_pitch_target_angle,tx_yaw_big_mode,tx_yaw_big_target_angle,tx_yaw_big_target_velocity,tx_yaw_big_torque,tx_yaw_small_mode,tx_yaw_small_target_angle,tx_yaw_small_target_velocity,tx_yaw_small_torque,target_big,target_small,est_valid,mcu_valid,imu_valid
0.0048,-2.646981,0.193838,0.000547,0.000506,0.009688,0.005248,1,-2.678802,56,0.000000,0.000000,-2.646981,-0.000786,-2.683673,0.000547,-2.646927,-2.683673,0.000547,0.193838,0.000506,0.000000,0.000000,0.000000,0.000000,0.000000,0.070000,0.080000,0.000000,0.070000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.683673,0.000000,0.000000,0.000000,-2.646927,-0.000776,0.193806,0.000506,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000547,0.000000,0.000000,9.810000,-2.683673,0.000000,0.000000,100,1,0,0.000000,0,-2.678802,0.000000,0.009688,0,0.196441,0.000000,0.005248,-2.678802,0.196441,1,1,1
0.0147,-2.646989,0.193778,0.000547,0.000537,0.009677,0.005120,1,-2.678802,57,0.000000,0.000000,-2.646989,-0.000778,-2.683668,0.000547,-2.646989,-2.683668,0.000547,0.193778,0.000537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.683668,0.000000,0.000000,0.000000,-2.646989,-0.000785,0.193811,0.000537,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000547,0.000000,0.000000,9.810000,-2.683668,0.000000,0.000000,100,1,0,0.000000,0,-2.678802,0.000000,0.009677,0,0.196374,0.000000,0.005120,-2.678802,0.196374,1,1,1
0.0246,-2.646997,0.193787,0.000547,0.000525,0.009666,-0.000093,1,-2.678802,57,0.000000,0.000000,-2.646997,-0.000797,-2.683662,0.000547,-2.646989,-2.683662,0.000547,0.193787,0.000525,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.090000,0.000000,0.010000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.683662,0.000000,0.000000,0.000000,-2.646989,-0.000785,0.193817,0.000525,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000547,0.000000,0.000000,9.810000,-2.683662,0.000000,0.000000,100,1,0,0.000000,0,-2.678802,0.000000,0.009666,0,0.195942,0.000000,-0.000093,-2.678802,0.195942,1,1,1
0.0346,-2.647005,0.193831,0.000559,0.000004,0.009650,-0.006714,1,-2.678802,57,0.000000,0.000000,-2.647005,-0.000798,-2.683656,0.000559,-2.646989,-2.683656,0.000559,0.193831,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.090000,0.000000,0.020000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.683656,0.000000,0.000000,0.000000,-2.646989,-0.000785,0.193818,0.000004,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000559,0.000000,0.000000,9.810000,-2.683656,0.000000,0.000000,100,1,0,0.000000,0,-2.678802,0.000000,0.009650,0,0.195068,0.000000,-0.006714,-2.678802,0.195068,1,1,1
0.0447,-2.647013,0.193821,0.000563,-0.000671,0.009637,-0.013455,1,-2.678802,57,0.000000,0.000000,-2.647013,-0.000785,-2.683650,0.000563,-2.646989,-2.683650,0.000563,0.193821,-0.000671,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.090000,0.000000,0.030000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.683650,0.000000,0.000000,0.000000,-2.646989,-0.000785,0.193812,-0.000671,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000563,0.000000,0.000000,9.810000,-2.683650,0.000000,0.000000,100,1,0,0.000000,0,-2.678802,0.000000,0.009637,0,0.193731,0.000000,-0.013455,-2.678802,0.193731,1,1,1
0.0547,-2.647021,0.193796,0.000564,-0.001368,0.009624,-0.019462,1,-2.678802,57,0.000000,0.000000,-2.647021,-0.000789,-2.683644,0.000564,-2.646989,-2.683644,0.000564,0.193796,-0.001368,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.090000,0.000000,0.040000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.683644,0.000000,0.000000,0.000000,-2.646989,-0.000785,0.193800,-0.001368,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000564,0.000000,0.000000,9.810000,-2.683644,0.000000,0.000000,100,1,0,0.000000,0,-2.678802,0.000000,0.009624,0,0.192098,0.000000,-0.019462,-2.678802,0.192098,1,1,1
0.0647,-2.647029,0.193809,0.000562,-0.002002,0.009613,-0.024758,1,-2.678802,57,0.000000,0.000000,-2.647029,-0.000797,-2.683638,0.000562,-2.646989,-2.683638,0.000562,0.193809,-0.002002,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.090000,0.000000,0.050000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.683638,0.000000,0.000000,0.000000,-2.646989,-0.000785,0.193781,-0.002002,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000562,0.000000,0.000000,9.810000,-2.683638,0.000000,0.000000,100,1,0,0.000000,0,-2.678802,0.000000,0.009613,0,0.190331,0.000000,-0.024758,-2.678802,0.190331,1,1,1
0.0746,-2.647037,0.193744,0.000560,-0.002576,0.009601,-0.027755,1,-2.678802,57,0.000000,0.000000,-2.647037,-0.000787,-2.683632,0.000560,-2.646989,-2.683632,0.000560,0.193744,-0.002576,0.000000,0.000000,0.000000,0.000000,0.000000,0.060000,0.090000,0.000000,0.060000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.683632,0.000000,0.000000,0.000000,-2.646989,-0.000785,0.193756,-0.002576,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000560,0.000000,0.000000,9.810000,-2.683632,0.000000,0.000000,100,1,0,0.000000,0,-2.678802,0.000000,0.009601,0,0.188533,0.000000,-0.027755,-2.678802,0.188533,1,1,1
0.0847,-2.647044,0.193687,0.000554,-0.002913,0.009592,-0.031505,1,-2.678802,57,0.000000,0.000000,-2.647044,-0.000796,-2.683627,0.000554,-2.646989,-2.683627,0.000554,0.193687,-0.002913,0.000000,0.000000,0.000000,0.000000,0.000000,0.070000,0.090000,0.000000,0.070000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.683627,0.000000,0.000000,0.000000,-2.646989,-0.000785,0.193728,-0.002913,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000554,0.000000,0.000000,9.810000,-2.683627,0.000000,0.000000,100,1,0,0.000000,0,-2.678802,0.000000,0.009592,0,0.186719,0.000000,-0.031505,-2.678802,0.186719,1,1,1
0.0948,-2.647052,0.193710,0.000556,-0.003334,0.009580,-0.036117,1,-2.678802,57,0.000000,0.000000,-2.647052,-0.000789,-2.683621,0.000556,-2.646989,-2.683621,0.000556,0.193710,-0.003334,0.000000,0.000000,0.000000,0.000000,0.000000,0.080000,0.090000,0.000000,0.080000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-2.683621,0.000000,0.000000,0.000000,-2.646989,-0.000785,0.193695,-0.003334,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,0.000556,0.000000,0.000000,9.810000,-2.683621,0.000000,0.000000,100,1,0,0.000000,0,-2.678802,0.000000,0.009580,0,0.184894,0.000000,-0.036117,-2.678802,0.184894,1,1,1
