t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay,theta_big_motor,dtheta_big_motor,theta_big_platform,dtheta_big_platform,theta_big_motor_meas,platform_azimuth,platform_rate,small_joint_angle_est,small_joint_rate_est,pitch_joint_angle,pitch_joint_rate,pitch_acc,chassis_azimuth,chassis_yaw_rate,big_enc_age,big_sample_interval,big_enc_innovation,chassis_imu_age,gravity_a_x,gravity_a_y,gravity_a_z,base_omega_x,base_omega_y,base_omega_z,los_azimuth,los_elevation,mcu_bullet_velocity,mcu_pitch_angle,mcu_yaw_big_angle,mcu_yaw_big_omega,mcu_yaw_small_angle,mcu_yaw_small_omega,mcu_chassis_imu_yaw,mcu_chassis_imu_omega,mcu_mark,mcu_color,mcu_auto_aim_switch,mcu_temp_big,mcu_temp_small,imu_gx,imu_gy,imu_gz,imu_ax,imu_ay,imu_az,imu_euler_yaw,imu_euler_pitch,imu_euler_roll,imu_dt_one_tenth_ms,tx_auto_aim_enable,tx_fire,tx_pitch_target_angle,tx_yaw_big_mode,tx_yaw_big_target_angle,tx_yaw_big_target_velocity,tx_yaw_big_torque,tx_yaw_small_mode,tx_yaw_small_target_angle,tx_yaw_small_target_velocity,tx_yaw_small_torque,target_big,target_small,est_valid,mcu_valid,imu_valid
0.0047,-1.312029,0.027257,-0.006170,-0.006247,0.000000,0.000140,1,-2.678802,230,0.000000,0.000000,-1.312029,-0.006257,-1.267987,-0.006170,-1.311782,-1.267987,-0.006170,0.027257,-0.006247,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.100000,0.000000,0.040000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.267987,0.000000,0.000000,0.000000,-1.311782,-0.006172,0.027290,-0.006247,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.006170,0.000000,0.000000,9.810000,-1.267987,0.000000,0.000000,100,1,0,0.000000,0,-1.267987,0.000000,0.000000,0,0.027269,0.000000,0.000140,-1.267987,0.027269,1,1,1
0.0148,-1.312090,0.027231,-0.001820,-0.000808,-0.001102,0.001134,1,-2.678802,230,0.000000,0.000000,-1.312090,-0.006273,-1.268029,-0.001820,-1.311782,-1.268029,-0.001820,0.027231,-0.000808,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.100000,0.000000,0.050000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.268029,0.000000,0.000000,0.000000,-1.311782,-0.006172,0.027270,-0.000808,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.001820,0.000000,0.000000,9.810000,-1.268029,0.000000,0.000000,100,1,0,0.000000,0,-1.268121,0.000000,-0.001102,0,0.027336,0.000000,0.001134,-1.268121,0.027336,1,1,1
0.0248,-1.312152,0.027287,-0.000957,0.000035,-0.011251,0.005151,1,-2.678802,230,0.000000,0.000000,-1.312152,-0.006136,-1.268041,-0.000957,-1.311782,-1.268041,-0.000957,0.027287,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.060000,0.100000,0.000000,0.060000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.268041,0.000000,0.000000,0.000000,-1.311782,-0.006172,0.027267,0.000035,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000957,0.000000,0.000000,9.810000,-1.268041,0.000000,0.000000,100,1,0,0.000000,0,-1.269055,0.000000,-0.011251,0,0.027803,0.000000,0.005151,-1.269055,0.027803,1,1,1
0.0345,-1.312214,0.027245,-0.000995,0.000505,-0.032329,0.016741,1,-2.678802,230,0.000000,0.000000,-1.312214,-0.006172,-1.268052,-0.000995,-1.311782,-1.268052,-0.000995,0.027245,0.000505,0.000000,0.000000,0.000000,0.000000,0.000000,0.070000,0.100000,0.000000,0.070000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.268052,0.000000,0.000000,0.000000,-1.311782,-0.006172,0.027272,0.000505,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.000995,0.000000,0.000000,9.810000,-1.268052,0.000000,0.000000,100,1,0,0.000000,0,-1.271591,0.000000,-0.032329,0,0.029071,0.000000,0.016741,-1.271591,0.029071,1,1,1
0.0447,-1.312275,0.027289,-0.001325,0.001727,-0.066133,0.032737,1,-2.678802,230,0.000000,0.000000,-1.312275,-0.006198,-1.268064,-0.001325,-1.311782,-1.268064,-0.001325,0.027289,0.001727,0.000000,0.000000,0.000000,0.000000,0.000000,0.080000,0.100000,0.000000,0.080000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.268064,0.000000,0.000000,0.000000,-1.311782,-0.006172,0.027287,0.001727,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.001325,0.000000,0.000000,9.810000,-1.268064,0.000000,0.000000,100,1,0,0.000000,0,-1.276525,0.000000,-0.066133,0,0.031538,0.000000,0.032737,-1.276525,0.031538,1,1,1
0.0547,-1.312337,0.027307,-0.002135,0.003545,-0.111228,0.055541,1,-2.678802,230,0.000000,0.000000,-1.312337,-0.006159,-1.268083,-0.002135,-1.311782,-1.268083,-0.002135,0.027307,0.003545,0.000000,0.000000,0.000000,0.000000,0.000000,0.090000,0.100000,0.000000,0.090000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.268083,0.000000,0.000000,0.000000,-1.311782,-0.006172,0.027320,0.003545,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.002135,0.000000,0.000000,9.810000,-1.268083,0.000000,0.000000,100,1,0,0.000000,0,-1.284403,0.000000,-0.111228,0,0.035477,0.000000,0.055541,-1.284403,0.035477,1,1,1
0.0648,-1.311732,0.027430,-0.003998,0.006697,-0.162774,0.080141,1,-2.678802,231,0.000000,0.000000,-1.311732,-0.001106,-1.268117,-0.003998,-1.311732,-1.268117,-0.003998,0.027430,0.006697,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.268117,0.000000,0.000000,0.000000,-1.311732,-0.001113,0.027381,0.006697,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.003998,0.000000,0.000000,9.810000,-1.268117,0.000000,0.000000,100,1,0,0.000000,0,-1.295281,0.000000,-0.162774,0,0.040916,0.000000,0.080141,-1.295281,0.040916,1,1,1
0.0747,-1.311743,0.027478,-0.007123,0.011975,-0.220154,0.109655,1,-2.678802,231,0.000000,0.000000,-1.311743,-0.001110,-1.268176,-0.007123,-1.311732,-1.268176,-0.007123,0.027478,0.011975,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.110000,0.000000,0.010000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.268176,0.000000,0.000000,0.000000,-1.311732,-0.001113,0.027486,0.011975,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.007123,0.000000,0.000000,9.810000,-1.268176,0.000000,0.000000,100,1,0,0.000000,0,-1.309159,0.000000,-0.220154,0,0.047855,0.000000,0.109655,-1.309159,0.047855,1,1,1
0.0847,-1.311754,0.027721,-0.013253,0.026267,-0.283244,0.139112,1,-2.678802,231,0.000000,0.000000,-1.311754,-0.001107,-1.268281,-0.013253,-1.311732,-1.268281,-0.013253,0.027721,0.026267,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.110000,0.000000,0.020000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.268281,0.000000,0.000000,0.000000,-1.311732,-0.001113,0.027685,0.026267,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.013253,0.000000,0.000000,9.810000,-1.268281,0.000000,0.000000,100,1,0,0.000000,0,-1.326037,0.000000,-0.283244,0,0.056294,0.000000,0.139112,-1.326037,0.056294,1,1,1
0.0946,-1.311765,0.028125,-0.027829,0.060874,-0.351625,0.171558,1,-2.678802,231,0.000000,0.000000,-1.311765,-0.001094,-1.268483,-0.027829,-1.311732,-1.268483,-0.027829,0.028125,0.060874,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.110000,0.000000,0.030000,0.000000,0.000000,-9.810000,0.000000,0.000000,0.000000,-1.268483,0.000000,0.000000,0.000000,-1.311732,-0.001113,0.028118,0.060874,0.000000,0.000000,0,0,1,30,30,0.000000,0.000000,-0.027829,0.000000,0.000000,9.810000,-1.268483,0.000000,0.000000,100,1,0,0.000000,0,-1.345915,0.000000,-0.351625,0,0.066233,0.000000,0.171558,-1.345915,0.066233,1,1,1
