t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay
0.0001,38.392867,0.056757,-0.005354,-0.000000,0.028204,0.001647,1,15.320917,81,0.122781,0.314834
0.0101,38.392963,0.056757,0.002072,-0.000000,0.028506,0.000844,1,15.320917,91,0.122982,0.313642
0.0201,38.392867,0.056757,0.005333,-0.000000,0.027872,-0.004082,1,15.320917,101,0.123056,0.313778
0.0301,38.393059,0.056757,-0.001602,-0.000000,0.027909,-0.012899,1,15.320917,111,0.123707,0.312869
0.0401,38.393058,0.056757,-0.023914,-0.000000,0.029996,-0.021774,1,15.320917,121,0.123303,0.314586
0.0501,38.393058,0.055990,-0.043060,-0.036652,0.023287,-0.020681,1,15.320917,131,0.123305,0.314458
0.0601,38.393159,0.055201,0.022324,-0.096822,0.024869,-0.026511,1,15.320917,141,0.122612,0.313632
0.0701,38.393250,0.054456,0.011697,-0.108619,0.027895,-0.034784,1,15.320917,151,0.122876,0.314618
0.0801,38.393159,0.052884,0.033394,-0.165648,0.021991,-0.036812,1,15.320917,161,0.123426,0.314065
0.0901,38.393346,0.051388,0.076379,-0.219844,0.024235,-0.050409,1,15.320917,171,0.123537,0.315457
0.1001,38.393442,0.049087,0.027799,-0.247299,0.018102,-0.053789,1,15.320917,181,0.123426,0.315455
0.1101,38.393644,0.046732,0.057576,-0.306401,0.024760,-0.063984,1,15.320917,191,0.122238,0.314641
0.1201,38.393733,0.043709,0.115849,-0.391878,0.020598,-0.066178,1,15.320917,201,0.122392,0.316105
0.1301,38.393730,0.039113,0.057069,-0.459614,0.010426,-0.053778,1,15.320917,211,0.121144,0.316494
0.1401,38.394305,0.035267,0.013534,-0.423605,0.023186,-0.063469,1,15.320917,221,0.118679,0.315534
0.1501,38.394610,0.030482,0.052015,-0.505454,0.019287,-0.052228,1,15.320917,231,0.117956,0.312486
0.1601,38.394602,0.025195,0.048117,-0.521493,0.013334,-0.043895,1,15.320917,241,0.117742,0.313887
0.1701,38.395361,0.020694,0.064251,-0.523355,0.020291,-0.048079,1,15.320917,251,0.118301,0.315404
0.1801,38.395263,0.016874,0.086333,-0.523570,0.026739,-0.051018,1,15.320917,5,0.118470,0.315333
0.1901,38.395367,0.012174,0.041372,-0.506987,0.021225,-0.038030,1,15.320917,15,0.118744,0.315636
0.2001,38.395844,0.007623,0.053930,-0.521671,0.021201,-0.035063,1,15.320917,25,0.117486,0.317227
