t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay
0.0001,40.172695,0.003835,0.004062,-0.000000,0.052089,0.000000,1,16.692873,153,0.397555,-0.001836
0.0101,40.172497,0.003835,-0.007826,-0.000000,0.007581,0.000802,1,16.692873,163,0.397326,-0.001189
0.0201,40.173762,0.003835,0.016790,-0.000000,-0.004312,0.005741,1,16.692873,173,0.397529,-0.002120
0.0301,40.176536,0.003835,0.009155,-0.000000,-0.025449,0.016280,1,16.692873,183,0.398637,-0.001492
0.0401,40.174931,0.004602,0.041129,-0.000000,-0.051768,0.024005,1,16.692873,193,0.398247,-0.002465
0.0501,40.171815,0.005369,0.089419,-0.000000,-0.101337,0.045068,1,16.692873,203,0.397828,-0.003436
0.0601,40.165398,0.007017,0.065570,0.112613,-0.147045,0.058845,1,16.692873,213,0.399029,-0.002684
0.0701,40.147258,0.010200,0.067751,0.198205,-0.183848,0.066002,1,16.692873,223,0.400117,-0.004248
0.0801,40.111246,0.015015,0.088308,0.337357,-0.217669,0.071927,1,16.692873,233,0.399804,-0.005880
0.0901,40.078239,0.024527,0.156094,0.802315,-0.227214,0.040808,1,16.692873,243,0.384046,-0.003193
0.1001,40.081333,0.039998,-0.344920,1.289949,-0.214959,-0.011837,1,16.692873,253,0.379995,-0.006364
0.1101,40.075454,0.055834,-0.666265,1.489508,-0.186707,-0.006299,1,16.692873,7,0.396659,0.003769
0.1201,40.063052,0.074145,-0.990578,1.647391,-0.135312,-0.025313,1,16.692873,17,0.391653,0.008538
0.1301,40.054089,0.089376,-1.068319,1.611777,-0.119137,0.015648,1,16.692873,27,0.388340,0.016887
0.1401,40.044903,0.103157,-1.038998,1.377690,-0.077485,0.040430,1,16.692873,37,0.400672,0.028317
0.1501,40.032935,0.118872,-1.157549,1.440336,-0.002221,0.023908,1,16.692873,47,0.402553,0.023768
0.1601,40.021056,0.134314,-1.207556,1.486914,0.032405,0.025589,1,16.692873,57,0.400950,0.015255
0.1701,40.013655,0.148147,-1.259184,1.358644,0.060606,0.038658,1,16.692873,67,0.407291,0.019780
0.1801,40.015361,0.159615,-1.256342,1.238364,0.075234,0.058021,1,16.692873,77,0.412224,0.029412
0.1900,40.024528,0.171155,-1.213242,1.069378,0.112679,0.046411,1,16.692873,87,0.416907,0.035200
0.2001,40.044457,0.179663,-1.264625,0.927093,0.120562,0.067621,1,16.692873,97,0.429781,0.042641
0.2101,40.073333,0.183931,-1.145971,0.507540,0.120120,0.106377,1,16.692873,107,0.450828,0.050949
0.2201,40.079545,0.180103,-0.835106,-0.165974,0.082830,0.196888,1,16.692873,117,0.460462,0.122577
0.2301,40.064305,0.178541,-0.373170,-0.150463,0.103899,0.176261,1,16.692873,127,0.444668,0.118100
0.2401,40.066012,0.174322,0.068505,-0.435125,0.046768,0.207168,1,16.692873,137,0.454224,0.127177
0.2501,40.066211,0.171559,0.372633,-0.390655,0.031555,0.191025,1,16.692873,147,0.471364,0.062284
0.2601,40.065524,0.173298,0.344413,-0.045327,0.045392,0.132756,1,16.692873,157,0.449764,0.119755
0.2701,40.063907,0.174963,0.503777,0.083425,0.003848,0.120701,1,16.692873,167,0.439060,0.121926
0.2801,40.064547,0.178222,0.457384,0.221042,-0.001728,0.091156,1,16.692873,177,0.451023,0.061461
0.2901,40.064020,0.183602,0.315091,0.389382,0.018119,0.055275,1,16.692873,187,0.449261,0.063050
0.3001,40.061673,0.189181,0.181868,0.501483,0.011786,0.041478,1,16.692873,197,0.446223,0.053634
0.3101,40.060881,0.193754,0.159755,0.428464,0.006974,0.042382,1,16.692873,207,0.442902,0.049587
0.3201,40.062219,0.198359,0.214268,0.359515,0.007100,0.032838,1,16.692873,217,0.440025,0.046434
0.3301,40.062022,0.202016,0.194155,0.379898,0.000024,0.035012,1,16.692873,227,0.432860,0.043131
0.3401,40.062021,0.206711,0.157627,0.367639,0.007779,0.015242,1,16.692873,237,0.430794,0.042361
0.3501,40.061843,0.210483,0.165417,0.320364,-0.000697,0.016924,1,16.692873,247,0.437497,0.045674
0.3601,40.062018,0.213515,0.127824,0.238918,-0.001520,0.018258,1,16.692873,1,0.439738,0.044130
