t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay
0.0001,56.712796,-0.075165,-0.003360,-0.000000,0.028755,-0.035980,0,-0.093155,177,0.216242,0.184118
0.0101,56.712900,-0.075165,-0.003717,-0.000000,0.027110,-0.035980,0,-0.093155,187,0.216461,0.184034
0.0201,56.712893,-0.075165,-0.004873,-0.000000,0.017342,-0.035980,0,-0.093155,197,0.216864,0.183855
0.0301,56.712903,-0.075165,0.004162,-0.000000,-0.003816,-0.035980,0,-0.093155,207,0.217020,0.183566
0.0401,56.712702,-0.075165,0.003232,-0.000000,-0.032272,-0.035980,0,-0.093155,217,0.216669,0.183825
0.0501,56.711852,-0.075165,0.001489,-0.000000,-0.060812,-0.035980,0,-0.093155,227,0.216299,0.184460
0.0601,56.709159,-0.075165,-0.006150,-0.000000,-0.087916,-0.035980,0,-0.093155,237,0.216373,0.184388
0.0701,56.699584,-0.075165,0.011412,-0.000000,-0.113049,-0.035980,0,-0.093155,247,0.216922,0.184385
0.0801,56.678575,-0.075165,-0.001927,-0.000000,-0.134431,-0.035980,0,-0.093155,1,0.216309,0.185204
0.0901,56.645624,-0.074398,0.031817,-0.000000,-0.147570,-0.045184,0,-0.093155,11,0.213400,0.184743
0.1001,56.619377,-0.068606,0.141518,0.278555,-0.131464,-0.107014,0,-0.093155,21,0.192307,0.186102
0.1101,56.622978,-0.062039,-0.352735,0.567692,-0.140077,-0.127898,0,-0.093155,31,0.187231,0.185276
0.1201,56.617766,-0.055253,-0.584730,0.528715,-0.104790,-0.143664,0,-0.093155,41,0.195591,0.188927
0.1301,56.608592,-0.049731,-0.849368,0.549743,-0.094541,-0.142076,0,-0.093155,51,0.191357,0.183526
0.1401,56.601720,-0.046165,-0.968990,0.377367,-0.090627,-0.129633,0,-0.093155,61,0.185589,0.184706
0.1501,56.595431,-0.046723,-0.879773,0.056871,-0.113495,-0.087291,0,-0.093155,71,0.190436,0.197681
0.1601,56.588205,-0.046776,-0.944434,0.006599,-0.086998,-0.092225,0,-0.093155,81,0.187904,0.198639
0.1701,56.580877,-0.046785,-0.937136,0.000766,-0.101239,-0.092642,0,-0.093155,91,0.181986,0.196378
0.1801,56.571282,-0.048478,-0.928417,-0.115181,-0.112711,-0.072430,0,-0.093155,101,0.185922,0.199828
0.1901,56.562619,-0.050031,-0.930327,-0.166409,-0.115549,-0.070717,0,-0.093155,111,0.191684,0.205593
0.2001,56.552514,-0.050754,-1.014584,-0.091834,-0.100568,-0.077567,0,-0.093155,121,0.187405,0.198438
0.2101,56.542302,-0.050683,-1.141376,-0.047307,-0.093315,-0.085662,0,-0.093155,131,0.184585,0.199939
0.2201,56.531170,-0.052288,-1.114379,-0.134710,-0.099509,-0.065678,0,-0.093155,141,0.184887,0.209951
0.2301,56.517968,-0.054040,-1.081354,-0.216254,-0.073658,-0.060711,0,-0.093155,151,0.180876,0.213253
