t,ref_big,ref_aim,platform,aim,small,tau_big,tau_small,beta_true,beta_hat
0.00000,0.000000,0.000000,-0.000083,0.000754,0.000837,0.190549,0.400000,-0.014287,-0.014287
0.01000,0.004057,0.004057,-0.000723,0.004002,0.004726,0.590549,0.800000,-0.014278,-0.014278
0.02000,0.016173,0.016173,-0.002395,0.010966,0.013361,0.605053,0.908355,-0.014269,-0.014269
0.03000,0.036184,0.036184,-0.000937,0.021529,0.022466,0.523759,0.799970,-0.014260,-0.014260
0.04000,0.063820,0.063820,-0.000430,0.035179,0.035610,0.923759,0.683247,-0.014251,-0.014251
0.05000,0.098707,0.098707,-0.000780,0.051341,0.052121,1.000000,0.593251,-0.014241,-0.014241
0.06000,0.140373,0.140373,0.001103,0.069514,0.068410,1.000000,0.519329,-0.014232,-0.014232
0.07000,0.188255,0.188255,0.005009,0.089500,0.084491,1.000000,0.502383,-0.014223,-0.014223
0.08000,0.241705,0.241705,0.007834,0.111028,0.103194,1.000000,0.397777,-0.014214,-0.014214
0.09000,0.300000,0.300000,0.012027,0.133707,0.121681,1.000000,0.376892,-0.014204,-0.014204
0.10000,0.362352,0.362352,0.018529,0.157425,0.138896,1.000000,0.348087,-0.014195,-0.014195
0.11000,0.427918,0.427918,0.024172,0.182071,0.157899,1.000000,0.311164,-0.014186,-0.014186
0.12000,0.495811,0.495811,0.031456,0.207368,0.175912,1.000000,0.266194,-0.014177,-0.014177
0.13000,0.565113,0.565113,0.040889,0.233129,0.192239,1.000000,0.224599,-0.014168,-0.014168
0.14000,0.634887,0.634887,0.049682,0.259202,0.209520,1.000000,0.182331,-0.014158,-0.014158
0.15000,0.704189,0.704189,0.060804,0.285309,0.224505,1.000000,0.141186,-0.014149,-0.014149
0.16000,0.772082,0.772082,0.073539,0.311367,0.237828,1.000000,0.123174,-0.014140,-0.014140
0.17000,0.837648,0.837648,0.085773,0.337317,0.251544,1.000000,0.097227,-0.014131,-0.014131
0.18000,0.900000,0.900000,0.101216,0.362952,0.261736,1.000000,0.070907,-0.014122,-0.014122
0.19000,0.958295,0.958295,0.117351,0.388337,0.270986,1.000000,0.079519,-0.014112,-0.014112
0.20000,1.011745,1.011745,0.133039,0.413501,0.280463,1.000000,0.072553,-0.014103,-0.014103
