t,ref_big,ref_aim,platform,aim,small,tau_big,tau_small,beta_true,beta_hat
0.00000,0.000000,0.000000,-0.000083,0.000754,0.000837,0.217859,0.400000,-0.014287,0.000000
0.01000,0.002366,0.002366,-0.000723,0.004002,0.004725,0.617859,0.800000,-0.014278,0.000805
0.02000,0.009425,0.009425,-0.002336,0.010828,0.013164,0.583962,0.853330,-0.014269,0.005058
0.03000,0.021067,0.021067,-0.000567,0.021150,0.021718,0.351394,0.812174,-0.014260,0.014377
0.04000,0.037108,0.037108,-0.000102,0.034570,0.034673,0.751394,0.671790,-0.014251,0.014368
0.05000,0.057295,0.057295,-0.000530,0.050623,0.051153,1.000000,0.652424,-0.014241,0.014330
0.06000,0.081309,0.081309,-0.001018,0.068838,0.069856,1.000000,0.506318,-0.014232,0.014314
0.07000,0.108773,0.108773,0.003742,0.088724,0.084982,1.000000,0.491137,-0.014223,0.014591
0.08000,0.139252,0.139252,0.007419,0.110137,0.102718,1.000000,0.397670,-0.014214,0.014573
0.09000,0.172266,0.172266,0.010150,0.132756,0.122606,1.000000,0.376808,-0.014204,0.014550
0.10000,0.207295,0.207295,0.016263,0.156346,0.140083,1.000000,0.343445,-0.014195,0.014577
0.11000,0.243786,0.243786,0.023301,0.180838,0.157537,1.000000,0.312850,-0.014186,0.014579
0.12000,0.281163,0.281163,0.029546,0.206058,0.176511,1.000000,0.268027,-0.014177,0.014558
0.13000,0.318837,0.318837,0.037733,0.231697,0.193964,1.000000,0.217868,-0.014168,0.014570
0.14000,0.356214,0.356214,0.048422,0.257570,0.209149,1.000000,0.179369,-0.014158,0.014589
0.15000,0.392705,0.392705,0.058528,0.283559,0.225031,1.000000,0.141931,-0.014149,0.014573
0.16000,0.427734,0.427734,0.069738,0.309437,0.239699,1.000000,0.106769,-0.014140,0.014578
0.17000,0.460748,0.460748,0.084367,0.335058,0.250691,1.000000,0.085243,-0.014131,0.014609
0.18000,0.491227,0.491227,0.098526,0.360427,0.261901,1.000000,0.063632,-0.014122,0.014599
0.19000,0.518691,0.518691,0.113414,0.385229,0.271815,1.000000,-0.028306,-0.014112,0.014603
0.20000,0.542705,0.542705,0.132374,0.408791,0.276417,1.000000,-0.197055,-0.014103,0.014640
0.21000,0.562892,0.562892,0.151402,0.430663,0.279262,1.000000,-0.265751,-0.014094,0.014634
0.22000,0.578933,0.578933,0.171137,0.450583,0.279446,1.000000,-0.315495,-0.014085,0.014636
0.23000,0.590575,0.590575,0.195338,0.469034,0.273696,1.000000,-0.321627,-0.014076,0.014681
0.24000,0.597634,0.597634,0.219335,0.486351,0.267016,1.000000,-0.369154,-0.014066,0.014678
0.25000,0.600000,0.600000,0.243706,0.502357,0.258651,1.000000,-0.392513,-0.014057,0.014682
0.26000,0.600000,0.600000,0.272398,0.516962,0.244563,0.981075,-0.391418,-0.014048,0.014747
0.27000,0.600000,0.600000,0.300888,0.530315,0.229427,0.581075,-0.395746,-0.014039,0.014746
0.28000,0.600000,0.600000,0.329172,0.542412,0.213240,0.375394,-0.399244,-0.014030,0.014738
0.29000,0.600000,0.600000,0.357264,0.553264,0.196001,0.104528,-0.397145,-0.014020,0.014748
0.30000,0.600000,0.600000,0.385691,0.562892,0.177201,-0.071240,-0.392403,-0.014011,0.014784
0.31000,0.600000,0.600000,0.414764,0.571360,0.156597,-0.361998,-0.380603,-0.014002,0.014827
0.32000,0.600000,0.600000,0.443551,0.578794,0.135243,-0.647267,-0.356830,-0.013993,0.014833
0.33000,0.600000,0.600000,0.471984,0.585294,0.113311,-0.779879,-0.344627,-0.013984,0.012272
0.34000,0.600000,0.600000,0.495720,0.591026,0.095306,-1.000000,-0.323233,-0.013974,-0.003782
0.35000,0.600000,0.600000,0.513471,0.595950,0.082479,-0.966422,-0.327376,-0.013965,-0.006720
0.36000,0.600000,0.600000,0.530954,0.599994,0.069040,-1.000000,-0.298349,-0.013956,-0.006732
0.37000,0.600000,0.600000,0.548119,0.603307,0.055188,-1.000000,-0.271280,-0.013947,-0.006701
0.38000,0.600000,0.600000,0.564915,0.606019,0.041104,-1.000000,-0.248189,-0.013938,-0.006683
0.39000,0.600000,0.600000,0.581283,0.608237,0.026954,-1.000000,-0.229980,-0.013928,-0.006734
0.40000,0.600000,0.600000,0.587990,0.610140,0.022150,-1.000000,-0.216492,-0.013919,-0.015733
0.41000,0.600000,0.600000,0.594175,0.611539,0.017365,-0.803384,-0.210071,-0.013910,-0.015760
0.42000,0.600000,0.600000,0.600054,0.612465,0.012410,-0.733719,-0.204082,-0.013901,-0.015720
0.43000,0.600000,0.600000,0.605611,0.612979,0.007367,-0.644993,-0.185907,-0.013892,-0.015657
0.44000,0.600000,0.600000,0.610808,0.613174,0.002365,-0.585586,-0.167289,-0.013883,-0.015609
0.45000,0.600000,0.600000,0.615611,0.613125,-0.002486,-0.536574,-0.155552,-0.013873,-0.015610
0.46000,0.600000,0.600000,0.618083,0.612875,-0.005208,-0.516968,-0.145373,-0.013864,-0.015685
