t,ref_big,ref_aim,platform,aim,small,tau_big,tau_small,beta_true,beta_hat
0.00000,0.000000,0.000000,-0.000083,0.000754,0.000837,0.195216,0.400000,-0.014287,0.000000
0.01000,0.009423,0.009423,-0.000412,0.003230,0.003642,0.245194,0.491097,-0.014278,0.000711
0.02000,0.018837,0.018837,-0.001018,0.007516,0.008534,0.170342,0.447702,-0.014269,0.003074
0.03000,0.028232,0.028232,-0.001778,0.013352,0.015130,0.160585,0.398123,-0.014260,0.006961
0.04000,0.037600,0.037600,-0.001594,0.020462,0.022055,0.161340,0.352070,-0.014251,0.011887
0.05000,0.046930,0.046930,-0.000692,0.028643,0.029335,0.176552,0.314355,-0.014241,0.012797
0.06000,0.056214,0.056214,-0.000518,0.037705,0.038223,0.166000,0.272775,-0.014232,0.012812
0.07000,0.065443,0.065443,-0.000519,0.047426,0.047945,0.194160,0.236790,-0.014223,0.012813
0.08000,0.074607,0.074607,-0.000519,0.057618,0.058137,0.589515,0.201680,-0.014214,0.012812
0.09000,0.083697,0.083697,0.000466,0.068004,0.067538,0.989515,0.135755,-0.014204,0.012829
0.10000,0.092705,0.092705,0.004782,0.078330,0.073548,1.000000,0.101041,-0.014195,0.013225
0.11000,0.101621,0.101621,0.008754,0.088402,0.079648,1.000000,0.023482,-0.014186,0.013236
0.12000,0.110437,0.110437,0.015219,0.097954,0.082735,1.000000,0.011332,-0.014177,0.013270
0.13000,0.119144,0.119144,0.023179,0.106899,0.083720,1.000000,-0.039761,-0.014168,0.013294
0.14000,0.127734,0.127734,0.031272,0.115139,0.083867,1.000000,-0.045260,-0.014158,0.013311
0.15000,0.136197,0.136197,0.042877,0.123211,0.080334,1.000000,-0.045499,-0.014149,0.014810
0.16000,0.144526,0.144526,0.053857,0.131563,0.077706,1.000000,-0.060142,-0.014140,0.014823
0.17000,0.152712,0.152712,0.066924,0.140063,0.073138,0.904064,-0.078288,-0.014131,0.014855
0.18000,0.160748,0.160748,0.080770,0.148703,0.067933,0.667679,-0.086013,-0.014122,0.014876
0.19000,0.168625,0.168625,0.094030,0.157445,0.063415,0.535625,-0.101902,-0.014112,0.014885
0.20000,0.176336,0.176336,0.108006,0.166180,0.058175,0.430884,-0.117063,-0.014103,0.014913
0.21000,0.183872,0.183872,0.123116,0.174871,0.051755,0.312757,-0.124144,-0.014094,0.014946
0.22000,0.191227,0.191227,0.137687,0.183502,0.045815,0.200693,-0.135256,-0.014085,0.014952
0.23000,0.198394,0.198394,0.151738,0.192012,0.040275,0.102027,-0.146121,-0.014076,0.014942
