t,ref_big,ref_aim,platform,aim,small,tau_big,tau_small,beta_true,beta_hat
0.00000,0.000000,0.000000,-0.000083,0.000754,0.000837,0.193943,0.400000,-0.014287,-0.014287
0.01000,0.002366,0.002366,-0.000723,0.004002,0.004726,0.417727,0.800000,-0.014278,-0.014278
0.02000,0.009425,0.009425,-0.002341,0.010823,0.013164,0.581599,0.851165,-0.014269,-0.014269
0.03000,0.021067,0.021067,-0.001532,0.021145,0.022677,0.981599,0.814850,-0.014260,-0.014260
0.04000,0.037108,0.037108,-0.000575,0.034662,0.035237,1.000000,0.717633,-0.014251,-0.014251
0.05000,0.057295,0.057295,-0.000753,0.050824,0.051577,1.000000,0.607935,-0.014241,-0.014241
0.06000,0.081309,0.081309,0.002725,0.069051,0.066326,1.000000,0.529080,-0.014232,-0.014232
0.07000,0.108773,0.108773,0.005586,0.089183,0.083597,1.000000,0.510602,-0.014223,-0.014223
0.08000,0.139252,0.139252,0.008548,0.110823,0.102275,1.000000,0.391827,-0.014214,-0.014214
0.09000,0.172266,0.172266,0.014208,0.133596,0.119388,1.000000,0.375112,-0.014204,-0.014204
0.10000,0.207295,0.207295,0.018964,0.157456,0.138492,1.000000,0.348272,-0.014195,-0.014195
0.11000,0.243786,0.243786,0.025953,0.182164,0.156212,1.000000,0.310744,-0.014186,-0.014186
0.12000,0.281163,0.281163,0.033671,0.207603,0.173932,1.000000,0.277806,-0.014177,-0.014177
0.13000,0.318837,0.318837,0.041399,0.233573,0.192174,1.000000,0.231721,-0.014168,-0.014168
0.14000,0.356214,0.356214,0.052161,0.259812,0.207650,1.000000,0.189984,-0.014158,-0.014158
0.15000,0.392705,0.392705,0.062349,0.286208,0.223860,1.000000,0.150105,-0.014149,-0.014149
0.16000,0.427734,0.427734,0.075031,0.312504,0.237473,1.000000,0.112790,-0.014140,-0.014140
0.17000,0.460748,0.460748,0.088472,0.338610,0.250138,1.000000,0.082422,-0.014131,-0.014131
0.18000,0.491227,0.491227,0.102715,0.364359,0.261644,1.000000,0.045971,-0.014122,-0.014122
0.19000,0.518691,0.518691,0.119613,0.389245,0.269631,1.000000,-0.120636,-0.014112,-0.014112
0.20000,0.542705,0.542705,0.136456,0.412855,0.276399,1.000000,-0.156778,-0.014103,-0.014103
0.21000,0.562892,0.562892,0.156857,0.434708,0.277850,1.000000,-0.295832,-0.014094,-0.014094
0.22000,0.578933,0.578933,0.177794,0.455034,0.277240,1.000000,-0.344872,-0.014085,-0.014085
0.23000,0.590575,0.590575,0.200400,0.474082,0.273682,1.000000,-0.357153,-0.014076,-0.014076
0.24000,0.597634,0.597634,0.225104,0.491751,0.266647,1.000000,-0.406676,-0.014066,-0.014066
0.25000,0.600000,0.600000,0.249941,0.507971,0.258030,1.000000,-0.415158,-0.014057,-0.014057
0.26000,0.600000,0.600000,0.278413,0.522670,0.244256,0.850678,-0.422561,-0.014048,-0.014048
0.27000,0.600000,0.600000,0.306759,0.535974,0.229215,0.466380,-0.419803,-0.014039,-0.014039
0.28000,0.600000,0.600000,0.334961,0.547905,0.212944,0.358084,-0.421411,-0.014030,-0.014030
0.29000,0.600000,0.600000,0.363046,0.558485,0.195439,0.074332,-0.417885,-0.014020,-0.014020
0.30000,0.600000,0.600000,0.391806,0.567752,0.175946,-0.176998,-0.406818,-0.014011,-0.014011
0.31000,0.600000,0.600000,0.420683,0.575839,0.155157,-0.401966,-0.381266,-0.014002,-0.014002
0.32000,0.600000,0.600000,0.449270,0.582876,0.133606,-0.701804,-0.363674,-0.013993,-0.013993
0.33000,0.600000,0.600000,0.477509,0.588959,0.111451,-0.827493,-0.347040,-0.013984,-0.013984
0.34000,0.600000,0.600000,0.498953,0.594298,0.095345,-1.000000,-0.322457,-0.013974,-0.013974
0.35000,0.600000,0.600000,0.516609,0.598788,0.082179,-0.977701,-0.322146,-0.013965,-0.013965
0.36000,0.600000,0.600000,0.533986,0.602434,0.068448,-1.000000,-0.291337,-0.013956,-0.013956
0.37000,0.600000,0.600000,0.551031,0.605387,0.054356,-1.000000,-0.264360,-0.013947,-0.013947
0.38000,0.600000,0.600000,0.567690,0.607776,0.040086,-1.000000,-0.241679,-0.013938,-0.013938
0.39000,0.600000,0.600000,0.581593,0.609739,0.028145,-1.000000,-0.225284,-0.013928,-0.013928
0.40000,0.600000,0.600000,0.588102,0.611295,0.023193,-0.830613,-0.229828,-0.013919,-0.013919
0.41000,0.600000,0.600000,0.594317,0.612319,0.018002,-0.765225,-0.208623,-0.013910,-0.013910
0.42000,0.600000,0.600000,0.600212,0.612913,0.012701,-0.695016,-0.190156,-0.013901,-0.013901
0.43000,0.600000,0.600000,0.605758,0.613167,0.007409,-0.630205,-0.173112,-0.013892,-0.013892
0.44000,0.600000,0.600000,0.610924,0.613160,0.002236,-0.571589,-0.158477,-0.013883,-0.013883
0.45000,0.600000,0.600000,0.615680,0.612950,-0.002729,-0.534901,-0.148518,-0.013873,-0.013873
0.46000,0.600000,0.600000,0.618214,0.612584,-0.005630,-0.504142,-0.136926,-0.013864,-0.013864
0.47000,0.600000,0.600000,0.616091,0.611865,-0.004226,-0.446501,0.051061,-0.013855,-0.013855
0.48000,0.600000,0.600000,0.614521,0.610889,-0.003632,-0.413771,0.050067,-0.013846,-0.013846
0.49000,0.600000,0.600000,0.613437,0.609830,-0.003608,-0.374967,0.060120,-0.013837,-0.013837
0.50000,0.600000,0.600000,0.612684,0.609077,-0.003608,-0.340689,0.065199,-0.013828,-0.013828
0.51000,0.600000,0.600000,0.612253,0.608646,-0.003608,-0.318235,0.067122,-0.013818,-0.013818
0.52000,0.600000,0.600000,0.612137,0.608529,-0.003608,-0.298132,0.024406,-0.013809,-0.013809
0.53000,0.600000,0.600000,0.612137,0.608529,-0.003608,-0.292831,0.002247,-0.013800,-0.013800
0.54000,0.600000,0.600000,0.612137,0.608529,-0.003608,-0.223878,-0.016399,-0.013791,-0.013791
0.55000,0.600000,0.600000,0.611853,0.608528,-0.003325,-0.191261,-0.010356,-0.013782,-0.013782
0.56000,0.600000,0.600000,0.608108,0.608089,-0.000019,-0.091720,-0.062659,-0.013773,-0.013773
0.57000,0.600000,0.600000,0.605144,0.606826,0.001682,-0.071077,-0.052874,-0.013763,-0.013763
0.58000,0.600000,0.600000,0.602920,0.604868,0.001948,-0.072073,-0.050819,-0.013754,-0.013754
0.59000,0.600000,0.600000,0.601104,0.603042,0.001938,0.029002,-0.004657,-0.013745,-0.013745
0.60000,0.600000,0.600000,0.599616,0.601553,0.001937,0.026745,-0.006495,-0.013736,-0.013736
0.61000,0.600000,0.600000,0.598466,0.600402,0.001936,0.047322,-0.002821,-0.013727,-0.013727
0.62000,0.600000,0.600000,0.598234,0.599644,0.001410,0.101530,0.025464,-0.013718,-0.013718
0.63000,0.600000,0.600000,0.599203,0.599412,0.000209,0.092055,0.002655,-0.013709,-0.013709
0.64000,0.600000,0.600000,0.599593,0.599631,0.000038,0.066933,0.010908,-0.013699,-0.013699
0.65000,0.600000,0.600000,0.599655,0.599694,0.000039,0.046391,0.012512,-0.013690,-0.013690
0.66000,0.600000,0.600000,0.599655,0.599694,0.000039,0.044887,0.017235,-0.013681,-0.013681
0.67000,0.600000,0.600000,0.599655,0.599694,0.000039,0.041679,0.016220,-0.013672,-0.013672
0.68000,0.600000,0.600000,0.599655,0.599694,0.000040,0.038824,0.015060,-0.013663,-0.013663
0.69000,0.600000,0.600000,0.599655,0.599695,0.000040,0.036042,0.013735,-0.013654,-0.013654
0.70000,0.600000,0.600000,0.599655,0.599695,0.000040,0.034109,0.012988,-0.013645,-0.013645
0.71000,0.600000,0.600000,0.599655,0.599695,0.000040,0.033850,0.013094,-0.013636,-0.013636
0.72000,0.600000,0.600000,0.599655,0.599695,0.000040,0.033928,0.013091,-0.013626,-0.013626
0.73000,0.600000,0.600000,0.599655,0.599695,0.000040,0.033891,0.013058,-0.013617,-0.013617
0.74000,0.600000,0.600000,0.599655,0.599695,0.000040,0.033893,0.013047,-0.013608,-0.013608
0.75000,0.600000,0.600000,0.599655,0.599695,0.000040,0.033889,0.013037,-0.013599,-0.013599
0.76000,0.600000,0.600000,0.599655,0.599696,0.000041,0.033885,0.013025,-0.013590,-0.013590
0.77000,0.600000,0.600000,0.599655,0.599696,0.000041,0.033882,0.013014,-0.013581,-0.013581
0.78000,0.600000,0.600000,0.599655,0.599696,0.000041,0.033879,0.013003,-0.013572,-0.013572
0.79000,0.600000,0.600000,0.599655,0.599696,0.000041,0.033875,0.012992,-0.013563,-0.013563
0.80000,0.600000,0.600000,0.599655,0.599696,0.000041,0.033872,0.012981,-0.013554,-0.013554
0.81000,0.600000,0.600000,0.599655,0.599696,0.000041,0.033868,0.012970,-0.013545,-0.013545
0.82000,0.600000,0.600000,0.599655,0.599697,0.000041,0.033865,0.012959,-0.013535,-0.013535
0.83000,0.600000,0.600000,0.599655,0.599697,0.000042,0.033861,0.012948,-0.013526,-0.013526
0.84000,0.600000,0.600000,0.599655,0.599697,0.000042,0.033858,0.012937,-0.013517,-0.013517
0.85000,0.600000,0.600000,0.599655,0.599697,0.000042,0.033855,0.012926,-0.013508,-0.013508
0.86000,0.600000,0.600000,0.599655,0.599697,0.000042,0.033851,0.012915,-0.013499,-0.013499
0.87000,0.600000,0.600000,0.599655,0.599697,0.000042,0.033848,0.012904,-0.013490,-0.013490
0.88000,0.600000,0.600000,0.599655,0.599697,0.000042,0.033844,0.012893,-0.013481,-0.013481
0.89000,0.600000,0.600000,0.599655,0.599698,0.000042,0.033841,0.012882,-0.013472,-0.013472
0.90000,0.600000,0.600000,0.599655,0.599698,0.000042,0.033838,0.012871,-0.013463,-0.013463
0.91000,0.600000,0.600000,0.599655,0.599698,0.000043,0.033834,0.012860,-0.013454,-0.013454
0.92000,0.600000,0.600000,0.599655,0.599698,0.000043,0.033831,0.012849,-0.013445,-0.013445
0.93000,0.600000,0.600000,0.599655,0.599698,0.000043,0.033827,0.012838,-0.013436,-0.013436
0.94000,0.600000,0.600000,0.599655,0.599698,0.000043,0.033824,0.012827,-0.013427,-0.013427
0.95000,0.600000,0.600000,0.599655,0.599699,0.000043,0.033821,0.012816,-0.013418,-0.013418
0.96000,0.600000,0.600000,0.599655,0.599699,0.000043,0.033817,0.012805,-0.013409,-0.013409
0.97000,0.600000,0.600000,0.599655,0.599699,0.000043,0.033814,0.012794,-0.013400,-0.013400
0.98000,0.600000,0.600000,0.599655,0.599699,0.000044,0.033811,0.012783,-0.013391,-0.013391
0.99000,0.600000,0.600000,0.599656,0.599699,0.000044,0.033807,0.012772,-0.013382,-0.013382
1.00000,0.600000,0.600000,0.599656,0.599699,0.000044,0.033804,0.012761,-0.013373,-0.013373
1.01000,0.600000,0.600000,0.599656,0.599699,0.000044,0.033800,0.012750,-0.013364,-0.013364
1.02000,0.600000,0.600000,0.599656,0.599700,0.000044,0.033797,0.012739,-0.013355,-0.013355
1.03000,0.600000,0.600000,0.599656,0.599700,0.000044,0.033794,0.012729,-0.013346,-0.013346
1.04000,0.600000,0.600000,0.599656,0.599700,0.000044,0.033790,0.012718,-0.013337,-0.013337
1.05000,0.600000,0.600000,0.599656,0.599700,0.000044,0.033787,0.012707,-0.013328,-0.013328
1.06000,0.600000,0.600000,0.599656,0.599700,0.000045,0.033784,0.012696,-0.013319,-0.013319
1.07000,0.600000,0.600000,0.599656,0.599700,0.000045,0.033780,0.012685,-0.013310,-0.013310
1.08000,0.600000,0.600000,0.599656,0.599701,0.000045,0.033777,0.012674,-0.013301,-0.013301
1.09000,0.600000,0.600000,0.599656,0.599701,0.000045,0.033774,0.012663,-0.013292,-0.013292
1.10000,0.600000,0.600000,0.599656,0.599701,0.000045,0.033770,0.012653,-0.013283,-0.013283
1.11000,0.600000,0.600000,0.599656,0.599701,0.000045,0.033767,0.012642,-0.013274,-0.013274
1.12000,0.600000,0.600000,0.599656,0.599701,0.000045,0.033763,0.012631,-0.013265,-0.013265
1.13000,0.600000,0.600000,0.599656,0.599701,0.000046,0.033760,0.012620,-0.013256,-0.013256
1.14000,0.600000,0.600000,0.599656,0.599701,0.000046,0.033757,0.012609,-0.013247,-0.013247
1.15000,0.600000,0.600000,0.599656,0.599702,0.000046,0.033753,0.012599,-0.013238,-0.013238
1.16000,0.600000,0.600000,0.599656,0.599702,0.000046,0.033750,0.012588,-0.013229,-0.013229
1.17000,0.600000,0.600000,0.599656,0.599702,0.000046,0.033747,0.012577,-0.013220,-0.013220
1.18000,0.600000,0.600000,0.599656,0.599702,0.000046,0.033743,0.012566,-0.013211,-0.013211
1.19000,0.600000,0.600000,0.599656,0.599702,0.000046,0.033740,0.012556,-0.013202,-0.013202
1.20000,0.600000,0.600000,0.599656,0.599702,0.000046,0.033737,0.012545,-0.013193,-0.013193
1.21000,0.600000,0.600000,0.599656,0.599702,0.000047,0.033733,0.012534,-0.013184,-0.013184
1.22000,0.600000,0.600000,0.599656,0.599703,0.000047,0.033730,0.012524,-0.013175,-0.013175
1.23000,0.600000,0.600000,0.599656,0.599703,0.000047,0.033727,0.012513,-0.013166,-0.013166
1.24000,0.600000,0.600000,0.599656,0.599703,0.000047,0.033723,0.012502,-0.013158,-0.013158
1.25000,0.600000,0.600000,0.599656,0.599703,0.000047,0.033720,0.012491,-0.013149,-0.013149
1.26000,0.600000,0.600000,0.599656,0.599703,0.000047,0.033717,0.012481,-0.013140,-0.013140
1.27000,0.600000,0.600000,0.599656,0.599703,0.000047,0.033714,0.012470,-0.013131,-0.013131
1.28000,0.600000,0.600000,0.599656,0.599704,0.000047,0.033710,0.012459,-0.013122,-0.013122
1.29000,0.600000,0.600000,0.599656,0.599704,0.000048,0.033707,0.012449,-0.013113,-0.013113
1.30000,0.600000,0.600000,0.599656,0.599704,0.000048,0.033704,0.012438,-0.013104,-0.013104
1.31000,0.600000,0.600000,0.599656,0.599704,0.000048,0.033700,0.012427,-0.013095,-0.013095
1.32000,0.600000,0.600000,0.599656,0.599704,0.000048,0.033697,0.012417,-0.013086,-0.013086
1.33000,0.600000,0.600000,0.599656,0.599704,0.000048,0.033694,0.012406,-0.013078,-0.013078
1.34000,0.600000,0.600000,0.599656,0.599704,0.000048,0.033690,0.012396,-0.013069,-0.013069
1.35000,0.600000,0.600000,0.599656,0.599705,0.000048,0.033687,0.012385,-0.013060,-0.013060
1.36000,0.600000,0.600000,0.599656,0.599705,0.000048,0.033684,0.012374,-0.013051,-0.013051
1.37000,0.600000,0.600000,0.599656,0.599705,0.000049,0.033680,0.012364,-0.013042,-0.013042
1.38000,0.600000,0.600000,0.599656,0.599705,0.000049,0.033677,0.012353,-0.013033,-0.013033
1.39000,0.600000,0.600000,0.599656,0.599705,0.000049,0.033674,0.012343,-0.013025,-0.013025
1.40000,0.600000,0.600000,0.599656,0.599705,0.000049,0.033671,0.012332,-0.013016,-0.013016
1.41000,0.600000,0.600000,0.599656,0.599705,0.000049,0.033667,0.012322,-0.013007,-0.013007
1.42000,0.600000,0.600000,0.599656,0.599706,0.000049,0.033664,0.012311,-0.012998,-0.012998
1.43000,0.600000,0.600000,0.599656,0.599706,0.000049,0.033661,0.012301,-0.012989,-0.012989
1.44000,0.600000,0.600000,0.599656,0.599706,0.000049,0.033657,0.012290,-0.012980,-0.012980
1.45000,0.600000,0.600000,0.599656,0.599706,0.000050,0.033654,0.012280,-0.012972,-0.012972
1.46000,0.600000,0.600000,0.599656,0.599706,0.000050,0.033651,0.012269,-0.012963,-0.012963
1.47000,0.600000,0.600000,0.599656,0.599706,0.000050,0.033648,0.012259,-0.012954,-0.012954
1.48000,0.600000,0.600000,0.599656,0.599706,0.000050,0.033644,0.012248,-0.012945,-0.012945
1.49000,0.600000,0.600000,0.599656,0.599707,0.000050,0.033641,0.012238,-0.012937,-0.012937
1.50000,0.600000,0.600000,0.599656,0.599707,0.000050,0.033638,0.012227,-0.012928,-0.012928
1.51000,0.600000,0.600000,0.599657,0.599707,0.000050,0.033634,0.012217,-0.012919,-0.012919
1.52000,0.600000,0.600000,0.599657,0.599707,0.000051,0.033631,0.012206,-0.012910,-0.012910
1.53000,0.600000,0.600000,0.599657,0.599707,0.000051,0.033628,0.012196,-0.012901,-0.012901
1.54000,0.600000,0.600000,0.599657,0.599707,0.000051,0.033625,0.012185,-0.012893,-0.012893
1.55000,0.600000,0.600000,0.599657,0.599707,0.000051,0.033621,0.012175,-0.012884,-0.012884
1.56000,0.600000,0.600000,0.599657,0.599708,0.000051,0.033618,0.012164,-0.012875,-0.012875
1.57000,0.600000,0.600000,0.599657,0.599708,0.000051,0.033615,0.012154,-0.012867,-0.012867
1.58000,0.600000,0.600000,0.599657,0.599708,0.000051,0.033611,0.012144,-0.012858,-0.012858
1.59000,0.600000,0.600000,0.599657,0.599708,0.000051,0.033608,0.012133,-0.012849,-0.012849
1.60000,0.600000,0.600000,0.599657,0.599708,0.000052,0.033605,0.012123,-0.012840,-0.012840
1.61000,0.600000,0.600000,0.599657,0.599708,0.000052,0.033602,0.012112,-0.012832,-0.012832
1.62000,0.600000,0.600000,0.599657,0.599708,0.000052,0.033598,0.012102,-0.012823,-0.012823
1.63000,0.600000,0.600000,0.599657,0.599709,0.000052,0.033595,0.012092,-0.012814,-0.012814
1.64000,0.600000,0.600000,0.599657,0.599709,0.000052,0.033592,0.012081,-0.012806,-0.012806
1.65000,0.600000,0.600000,0.599657,0.599709,0.000052,0.033589,0.012071,-0.012797,-0.012797
1.66000,0.600000,0.600000,0.599657,0.599709,0.000052,0.033585,0.012061,-0.012788,-0.012788
1.67000,0.600000,0.600000,0.599657,0.599709,0.000052,0.033582,0.012050,-0.012780,-0.012780
1.68000,0.600000,0.600000,0.599657,0.599709,0.000053,0.033579,0.012040,-0.012771,-0.012771
