t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay
0.0001,38.404764,0.006903,0.010957,-0.000000,0.054988,0.000000,0,0.218001,87,0.204281,0.258563
0.0101,38.404845,0.006903,-0.001729,-0.000000,0.011128,0.000802,0,0.218001,97,0.204356,0.256321
0.0201,38.406499,0.007670,0.018469,-0.000000,0.027870,-0.003463,0,0.218001,105,0.204913,0.257726
0.0301,38.411109,0.007670,0.035654,-0.000000,0.034631,0.014746,0,0.218001,115,0.206350,0.258454
0.0401,38.411317,0.007670,0.038506,-0.000000,0.043560,0.031674,0,0.218001,125,0.206926,0.257088
0.0501,38.411535,0.008437,0.090834,-0.000000,0.049222,0.045068,0,0.218001,135,0.206521,0.257202
0.0601,38.412833,0.010017,0.166412,0.036652,0.040991,0.059656,0,0.218001,145,0.207909,0.254229
0.0701,38.416364,0.013229,0.111384,0.189391,0.040403,0.065787,0,0.218001,155,0.210689,0.255915
0.0801,38.421213,0.016266,0.107677,0.283074,0.025314,0.093350,0,0.218001,165,0.212506,0.256302
0.0901,38.424125,0.021162,0.146517,0.383856,0.032092,0.099838,0,0.218001,175,0.214768,0.252565
0.1001,38.423383,0.028203,0.114531,0.567860,0.043513,0.102184,0,0.218001,185,0.217590,0.252189
0.1101,38.422365,0.035130,0.165297,0.621304,0.025460,0.129831,0,0.218001,195,0.219318,0.251007
0.1201,38.423102,0.044417,0.146126,0.780549,0.040564,0.127285,0,0.218001,205,0.220531,0.252157
0.1301,38.422710,0.055315,0.136193,0.984165,0.037915,0.126521,0,0.218001,215,0.224707,0.251527
0.1401,38.422152,0.068079,0.106911,1.115845,0.043955,0.116190,0,0.218001,225,0.227730,0.249573
0.1501,38.422642,0.079105,0.069160,1.208208,0.023979,0.141269,0,0.218001,235,0.230905,0.253669
0.1601,38.422681,0.093395,0.097593,1.251018,0.042902,0.104908,0,0.218001,245,0.232187,0.252599
0.1701,38.422540,0.106828,0.191438,1.295294,0.028651,0.105805,0,0.218001,255,0.236810,0.252718
0.1801,38.422531,0.120308,0.207226,1.297774,0.011515,0.091088,0,0.218001,9,0.239326,0.252835
0.1901,38.423134,0.133061,0.187239,1.330156,0.006274,0.080213,0,0.218001,19,0.242696,0.254955
0.2001,38.422298,0.147982,0.155352,1.325643,0.019804,0.032888,0,0.218001,29,0.242072,0.251499
0.2101,38.421563,0.159761,0.171223,1.207948,-0.001461,0.041923,0,0.218001,39,0.242952,0.251115
0.2201,38.421866,0.171516,0.116181,1.136391,0.002112,0.016845,0,0.218001,49,0.243156,0.250751
0.2301,38.421793,0.181708,0.108943,1.027437,0.001317,0.007269,0,0.218001,59,0.244019,0.249865
0.2401,38.421193,0.190847,0.069548,0.915684,-0.003350,-0.008280,0,0.218001,69,0.246307,0.246916
0.2501,38.421305,0.198413,0.094569,0.749672,-0.008067,-0.017760,0,0.218001,79,0.249299,0.247271
0.2601,38.421287,0.203976,0.097524,0.566438,-0.019618,-0.017851,0,0.218001,89,0.250673,0.245233
0.2701,38.420475,0.207497,0.090980,0.382067,-0.018943,-0.010880,0,0.218001,99,0.250519,0.245038
0.2801,38.418331,0.209650,0.120652,0.199360,-0.023069,-0.004550,0,0.218001,109,0.251870,0.243459
0.2901,38.413186,0.210200,0.168624,0.039740,-0.027909,0.010112,0,0.218001,119,0.253224,0.245109
0.3001,38.407945,0.210160,0.129577,0.004611,-0.027150,0.016081,0,0.218001,128,0.254192,0.245602
0.3101,38.404831,0.210156,0.098344,0.000535,-0.023269,0.015729,0,0.218001,139,0.256282,0.245538
0.3201,38.402907,0.209389,0.063414,0.000062,-0.031172,0.024899,0,0.218001,149,0.258213,0.244099
0.3301,38.402683,0.209389,0.042167,0.000007,-0.021729,0.017226,0,0.218001,159,0.257329,0.246296
0.3401,38.403349,0.209389,0.027307,0.000001,-0.021176,0.017226,0,0.218001,169,0.257049,0.245071
0.3501,38.403288,0.209389,-0.039013,0.000000,-0.015725,0.017226,0,0.218001,179,0.256628,0.245838
0.3601,38.403534,0.209389,-0.070455,0.000000,-0.010387,0.017226,0,0.218001,189,0.256546,0.243909
0.3701,38.403520,0.208622,-0.104036,0.000000,-0.014403,0.026429,0,0.218001,199,0.256019,0.244247
0.3801,38.403931,0.208579,-0.119136,-0.036652,-0.000217,0.019267,0,0.218001,209,0.257185,0.242801
0.3901,38.404264,0.207797,-0.102374,-0.057513,-0.005466,0.028231,0,0.218001,219,0.258618,0.243580
0.4001,38.404499,0.206943,-0.054012,-0.123066,-0.000654,0.030663,0,0.218001,229,0.258330,0.244520
0.4101,38.405680,0.206205,-0.039930,-0.122334,0.000245,0.030965,0,0.218001,239,0.258004,0.246862
0.4201,38.406529,0.205479,-0.061005,-0.106764,0.003709,0.032303,0,0.218001,249,0.258325,0.248517
0.4301,38.407595,0.204644,-0.039052,-0.126985,0.004765,0.035070,0,0.218001,3,0.259370,0.247045
0.4401,38.409518,0.203937,-0.036884,-0.107303,0.005545,0.035201,0,0.218001,13,0.259339,0.248359
0.4501,38.411237,0.203228,-0.106937,-0.018993,0.005584,0.036635,0,0.218001,23,0.260360,0.245511
0.4601,38.413473,0.203251,-0.116885,-0.002204,0.013859,0.029271,0,0.218001,33,0.259600,0.247286
0.4701,38.416624,0.202485,-0.093295,-0.000256,0.004857,0.038686,0,0.218001,43,0.259300,0.246249
0.4801,38.418374,0.202417,0.006321,-0.072555,0.012414,0.031853,0,0.218001,53,0.258151,0.248115
0.4901,38.420802,0.202475,-0.050675,-0.008419,0.011656,0.030474,0,0.218001,63,0.259196,0.246273
0.5001,38.421668,0.202485,-0.055431,-0.000977,0.012183,0.030935,0,0.218001,73,0.259202,0.247947
0.5101,38.421591,0.201719,-0.050836,-0.000113,0.002013,0.040226,0,0.218001,83,0.258830,0.248813
0.5201,38.421574,0.201719,-0.044194,-0.000013,0.011254,0.032565,0,0.218001,93,0.259678,0.246600
0.5301,38.421328,0.201719,-0.012390,-0.000002,0.008403,0.032565,0,0.218001,103,0.260614,0.247686
0.5401,38.421137,0.201719,-0.010960,-0.000000,0.008360,0.032565,0,0.218001,113,0.260927,0.247502
0.5501,38.421524,0.201719,-0.010451,-0.000000,0.008424,0.032565,0,0.218001,123,0.260295,0.249358
0.5601,38.421357,0.201719,0.005272,-0.000000,0.006813,0.032565,0,0.218001,133,0.260362,0.247262
0.5701,38.421368,0.201719,0.027304,-0.000000,0.004858,0.032565,0,0.218001,143,0.259861,0.248514
0.5801,38.421390,0.201719,0.035430,-0.000000,0.002878,0.032565,0,0.218001,152,0.260023,0.246326
0.5901,38.421383,0.202486,0.036836,-0.000000,0.010952,0.023361,0,0.218001,163,0.259972,0.246916
0.6001,38.421191,0.202486,0.027418,-0.000000,0.002730,0.031031,0,0.218001,173,0.260098,0.245625
0.6101,38.421353,0.203253,0.007145,-0.000000,0.013738,0.021827,0,0.218001,183,0.258561,0.246919
0.6201,38.421357,0.202486,0.016544,-0.000000,-0.004219,0.038701,0,0.218001,193,0.258600,0.247911
0.6301,38.421332,0.203253,-0.003829,-0.000000,0.014674,0.021827,0,0.218001,203,0.259041,0.246595
0.6401,38.421358,0.203253,0.013842,-0.000000,0.004426,0.029497,0,0.218001,213,0.260428,0.248619
0.6501,38.420465,0.203253,-0.011038,-0.000000,0.007796,0.029497,0,0.218001,223,0.259546,0.248126
0.6601,38.421528,0.203253,-0.008131,-0.000000,0.007777,0.029497,0,0.218001,233,0.259196,0.248790
0.6701,38.421331,0.203253,-0.010069,-0.000000,0.008475,0.029497,0,0.218001,243,0.259375,0.246705
0.6801,38.421337,0.203253,-0.000537,-0.000000,0.007544,0.029497,0,0.218001,253,0.259242,0.248077
0.6901,38.421430,0.203253,-0.013077,-0.000000,0.007827,0.029497,0,0.218001,7,0.260239,0.246183
0.7001,38.421429,0.203253,-0.004805,-0.000000,0.008560,0.029497,0,0.218001,17,0.260034,0.247052
0.7101,38.421340,0.202486,-0.003546,-0.000000,-0.000499,0.038701,0,0.218001,27,0.260231,0.245876
0.7201,38.421443,0.203253,0.006303,-0.000000,0.015328,0.021827,0,0.218001,37,0.259240,0.248649
0.7301,38.421153,0.203253,-0.003376,-0.000000,0.006618,0.029497,0,0.218001,47,0.260855,0.246455
0.7401,38.420935,0.203253,-0.022396,-0.000000,0.010669,0.029497,0,0.218001,57,0.259894,0.248075
0.7501,38.421614,0.202486,-0.011673,-0.000000,-0.000340,0.038701,0,0.218001,67,0.260043,0.246427
0.7601,38.421343,0.202486,0.000932,-0.000000,0.006918,0.031031,0,0.218001,77,0.259833,0.247001
0.7701,38.421550,0.203253,0.014163,-0.000000,0.014238,0.021827,0,0.218001,87,0.260654,0.246151
0.7801,38.420782,0.203253,0.013773,-0.000000,0.006712,0.029497,0,0.218001,97,0.260246,0.247204
0.7901,38.421520,0.203253,-0.019814,-0.000000,0.009125,0.029497,0,0.218001,107,0.259054,0.249087
0.8001,38.421819,0.202486,-0.002019,-0.000000,0.000167,0.038701,0,0.218001,117,0.259974,0.246005
0.8101,38.421545,0.202486,0.019871,-0.000000,0.005911,0.031031,0,0.218001,127,0.259650,0.248422
0.8201,38.421367,0.203253,0.015359,-0.000000,0.012766,0.021827,0,0.218001,137,0.261249,0.246263
0.8301,38.420867,0.203253,-0.000016,-0.000000,0.006804,0.029497,0,0.218001,147,0.261195,0.247192
0.8401,38.421539,0.203223,0.006935,-0.023824,0.009612,0.029854,0,0.218001,157,0.260058,0.245665
0.8501,38.421719,0.203250,-0.002935,-0.002764,0.009319,0.029233,0,0.218001,167,0.259627,0.247165
0.8601,38.421521,0.203252,-0.006180,-0.000321,0.009544,0.029475,0,0.218001,177,0.260437,0.246112
0.8701,38.421719,0.202486,-0.004161,-0.000037,-0.000900,0.038698,0,0.218001,187,0.261287,0.246419
0.8801,38.421630,0.203253,-0.001889,-0.000004,0.015883,0.021827,0,0.218001,197,0.261286,0.245979
0.8901,38.421355,0.203253,0.010165,-0.000001,0.007002,0.029497,0,0.218001,207,0.261399,0.246515
