t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay
0.0002,43.329095,0.000767,-0.005343,-0.000000,0.045982,0.000000,1,19.223593,131,0.155727,0.043162
0.0101,43.329205,0.000767,0.014719,-0.000000,0.004894,0.000802,1,19.223593,141,0.155763,0.043087
0.0201,43.329697,0.001534,0.037418,-0.000000,0.000614,-0.003463,1,19.223593,151,0.157129,0.042789
0.0301,43.332861,0.001534,0.036455,-0.000000,-0.028594,0.014746,1,19.223593,161,0.158014,0.042304
0.0401,43.332472,0.002301,0.049284,-0.000000,-0.054188,0.022470,1,19.223593,171,0.157579,0.043968
0.0501,43.330487,0.003068,0.114664,-0.000000,-0.105578,0.043534,1,19.223593,181,0.155997,0.042980
0.0601,43.323954,0.005407,0.086668,0.122679,-0.145064,0.049012,1,19.223593,191,0.155838,0.042703
0.0701,43.307941,0.008547,0.059654,0.259848,-0.204244,0.063606,1,19.223593,201,0.158108,0.042169
0.0801,43.276507,0.013244,0.075724,0.367211,-0.262981,0.070513,1,19.223593,211,0.158666,0.041698
0.0901,43.249082,0.023559,0.160518,0.775669,-0.295784,0.028591,1,19.223593,221,0.144267,0.041115
0.1001,43.251262,0.037766,-0.254594,1.224655,-0.357052,-0.000879,1,19.223593,231,0.138828,0.037392
0.1101,43.248770,0.052572,-0.612201,1.421457,-0.399109,0.003229,1,19.223593,241,0.156869,0.045429
0.1201,43.235664,0.069820,-0.916788,1.629430,-0.432958,-0.017461,1,19.223593,251,0.155543,0.041385
0.1301,43.227412,0.086101,-1.012949,1.557556,-0.492042,-0.004822,1,19.223593,5,0.152670,0.043892
0.1401,43.217936,0.099970,-0.939462,1.351355,-0.553757,0.023574,1,19.223593,15,0.160139,0.058637
0.1501,43.208048,0.112947,-1.039038,1.360196,-0.594154,0.034254,1,19.223593,25,0.159623,0.062783
0.1601,43.197505,0.127764,-1.053360,1.377830,-0.609944,0.008814,1,19.223593,35,0.156117,0.054387
0.1701,43.186358,0.141690,-1.062599,1.302793,-0.640367,0.006567,1,19.223593,45,0.164197,0.055976
0.1801,43.174035,0.154727,-1.171636,1.278601,-0.646530,-0.000427,1,19.223593,55,0.170515,0.057808
0.1901,43.161800,0.167072,-1.281552,1.222534,-0.635200,-0.012593,1,19.223593,65,0.168391,0.049891
0.2001,43.150019,0.179410,-1.378004,1.149010,-0.605809,-0.034644,1,19.223593,75,0.168827,0.048298
0.2101,43.136528,0.189399,-1.402546,0.998535,-0.593204,-0.031561,1,19.223593,85,0.172960,0.058655
0.2201,43.123310,0.196863,-1.404285,0.795937,-0.573522,-0.024675,1,19.223593,95,0.172777,0.068659
