t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay,theta_big_motor,dtheta_big_motor,theta_big_platform,dtheta_big_platform,theta_big_motor_meas,platform_azimuth,platform_rate,small_joint_angle_est,small_joint_rate_est,pitch_joint_angle,pitch_joint_rate,pitch_acc,chassis_azimuth,chassis_yaw_rate,big_enc_age,big_sample_interval,big_enc_innovation,chassis_imu_age,gravity_a_x,gravity_a_y,gravity_a_z,base_omega_x,base_omega_y,base_omega_z,los_azimuth,los_elevation,mcu_bullet_velocity,mcu_pitch_angle,mcu_yaw_big_angle,mcu_yaw_big_omega,mcu_yaw_small_angle,mcu_yaw_small_omega,mcu_chassis_imu_yaw,mcu_chassis_imu_omega,mcu_mark,mcu_color,mcu_auto_aim_switch,mcu_temp_big,mcu_temp_small,imu_gx,imu_gy,imu_gz,imu_ax,imu_ay,imu_az,imu_euler_yaw,imu_euler_pitch,imu_euler_roll,imu_dt_one_tenth_ms,tx_auto_aim_enable,tx_fire,tx_pitch_target_angle,tx_yaw_big_mode,tx_yaw_big_target_angle,tx_yaw_big_target_velocity,tx_yaw_big_torque,tx_yaw_small_mode,tx_yaw_small_target_angle,tx_yaw_small_target_velocity,tx_yaw_small_torque,target_big,target_small,est_valid,mcu_valid,imu_valid,backlash_center,backlash_beta_true,theta_true_motor,theta_true_platform,theta_true_small,dtheta_true_motor,dtheta_true_platform,dtheta_true_small
0.0001,-5.266230,0.006903,-0.005696,0.000000,0.048067,0.000000,0,0.210075,116,0.179057,0.161136,-5.266230,0.001466,-7.011009,-0.005696,-5.266237,-7.000865,-0.005696,0.006903,0.000000,0.012394,-0.475002,-41.093176,0.010144,0.000000,0.001371,0.001989,-0.000094,0.001371,0.179057,0.161136,-9.807042,0.000171,-0.003724,0.000000,0.860092,-0.003908,27.000000,0.013045,-5.266237,0.001466,0.006903,0.000000,0.010000,0.000000,21,0,1,32,30,0.003244,-0.001906,-0.005673,-0.040019,-0.355126,9.336026,-0.710704,-0.003908,0.018367,7,1,0,0.000000,0,-6.996859,0.000000,0.048067,0,0.006903,0.000000,0.000000,-6.996859,0.006903,1,1,1,1.730122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0101,-5.266228,0.006903,0.009850,0.000000,0.009272,0.000802,0,0.210075,126,0.179237,0.162050,-5.266228,0.002513,-7.010990,0.009850,-5.266237,-7.000836,0.009850,0.006903,0.000000,0.012498,-0.475002,-41.093176,0.010154,0.000000,0.001153,0.002148,-0.000012,0.001153,0.179237,0.162050,-9.807024,0.021545,0.009725,0.000000,0.860121,-0.003898,27.000000,0.013045,-5.266237,0.002513,0.006903,0.000000,0.010000,0.000000,26,0,1,32,30,0.003222,0.023539,0.009556,0.247391,-0.140938,9.816886,-0.710676,-0.003898,0.018386,6,1,0,0.000000,0,-6.996725,0.000000,0.009272,0,0.006970,0.000000,0.000802,-6.996725,0.006970,1,1,1,1.730170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0201,-5.264947,0.007670,0.041312,0.000000,0.025320,-0.003463,0,0.210075,136,0.180220,0.161170,-5.264947,0.016860,-7.011506,0.041312,-5.264990,-7.001326,0.041312,0.007670,0.000000,0.012423,-0.475002,-41.093176,0.010179,0.000000,0.001310,0.001848,0.000502,0.001310,0.180220,0.161170,-9.807020,-0.002925,0.006923,0.000000,0.860397,-0.003868,27.000000,0.013045,-5.264990,0.016860,0.007670,0.000000,0.010000,0.000000,31,0,1,32,30,-0.007419,0.001713,0.041294,-0.096504,0.045756,10.172645,-0.710399,-0.003868,0.018498,7,1,0,0.000000,0,-6.995791,0.000000,0.025320,0,0.007437,0.000000,-0.003463,-6.995791,0.007437,1,1,1,1.730221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0301,-5.263316,0.007670,0.025568,0.000000,0.038066,0.014746,0,0.210075,146,0.181372,0.161596,-5.263316,0.007645,-7.011206,0.025568,-5.263360,-7.001041,0.025568,0.007670,0.000000,0.012430,-0.475002,-41.093176,0.010166,-0.001000,0.001295,0.001860,-0.000241,0.001295,0.181372,0.161596,-9.806992,0.012864,0.006742,-0.001000,0.860684,-0.003903,27.000000,0.013045,-5.263360,0.007645,0.007670,0.000000,0.010000,-0.001000,36,0,1,32,30,0.001101,0.014786,0.024386,-0.614041,-0.222157,9.384840,-0.710112,-0.003903,0.018616,6,1,0,0.000000,0,-6.993256,0.000000,0.038066,0,0.008705,0.000000,0.014746,-6.993256,0.008705,1,1,1,1.730279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0401,-5.263898,0.008437,0.040382,0.000000,0.080969,0.022470,0,0.210075,156,0.180324,0.162501,-5.263898,0.000419,-7.011745,0.040382,-5.263935,-7.001565,0.040382,0.008437,0.000000,0.012540,-0.475002,-41.093176,0.010181,0.001000,0.001063,0.002002,0.000136,0.001063,0.180324,0.162501,-9.806996,0.010271,-0.009996,0.001000,0.860926,-0.003872,27.000000,0.013045,-5.263935,0.000419,0.008437,0.000000,0.010000,0.001000,41,0,1,32,30,0.013925,0.003912,0.041337,0.275993,0.283121,10.328399,-0.709870,-0.003872,0.018522,7,1,0,0.000000,0,-6.988330,0.000000,0.080969,0,0.011172,0.000000,0.022470,-6.988330,0.011172,1,1,1,1.730335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0501,-5.262876,0.008437,0.118585,0.000000,0.107233,0.052738,0,0.210075,166,0.181102,0.161542,-5.262876,0.008692,-7.011011,0.118585,-5.262976,-7.000785,0.118585,0.008437,0.000000,0.012546,-0.475002,-41.093176,0.010226,0.002000,0.001051,0.001998,0.000105,0.001051,0.181102,0.161542,-9.806998,0.013720,0.004733,0.002000,0.861704,-0.003768,27.000000,0.013045,-5.262976,0.008692,0.008437,0.000000,0.010000,0.002000,46,0,1,32,30,0.003263,0.015653,0.120398,-0.020531,-0.272004,9.576134,-0.709092,-0.003768,0.018600,6,1,0,0.000000,0,-6.980820,0.000000,0.107233,0,0.015111,0.000000,0.052738,-6.980820,0.015111,1,1,1,1.730393,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0601,-5.260044,0.010958,-0.026238,0.209440,0.165224,0.048369,0,0.210075,176,0.182656,0.161891,-5.260044,0.037280,-7.012010,-0.026238,-5.260004,-7.001855,-0.026238,0.010958,0.209440,0.012547,-0.475002,-41.093176,0.010155,0.000000,0.001049,0.001986,0.001144,0.001049,0.182656,0.161891,-9.806963,0.039534,0.020879,0.209440,0.863155,-0.003754,27.000000,0.013045,-5.260004,0.037280,0.010738,0.209440,0.010000,0.000000,51,0,1,32,30,0.003248,0.046885,0.182628,0.302453,0.406009,9.669291,-0.707641,-0.003754,0.018800,7,1,0,0.000000,0,-6.971448,0.000000,0.165224,0,0.020550,0.000000,0.048369,-6.971448,0.020550,1,1,1,1.732370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0701,-5.251124,0.013269,0.062726,0.209440,0.184237,0.074710,0,0.210075,186,0.189075,0.160883,-5.251124,0.098646,-7.011927,0.062726,-5.251184,-7.001707,0.062726,0.013269,0.209440,0.012522,-0.475002,-41.093176,0.010219,-0.001000,0.001101,0.002013,0.002482,0.001101,0.189075,0.160883,-9.806858,0.066067,0.014306,0.208440,0.865615,-0.003624,27.000000,0.013045,-5.251184,0.098646,0.013039,0.209440,0.010000,-0.001000,56,0,1,32,30,0.022464,0.067147,0.270345,-1.360739,0.120377,9.493072,-0.705181,-0.003624,0.019491,7,1,0,0.000000,0,-6.961015,0.000000,0.184237,0,0.027489,0.000000,0.074710,-6.961015,0.027489,1,1,1,1.736652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0801,-5.243799,0.015458,0.145212,0.104720,0.206650,0.103444,0,0.210075,196,0.195238,0.159981,-5.243799,0.062832,-7.011713,0.145212,-5.243898,-7.001451,0.145212,0.015458,0.104720,0.012509,-0.475002,-41.093176,0.010262,0.000000,0.001128,0.001997,0.000598,0.001128,0.195238,0.159981,-9.806752,0.063565,0.027407,0.104720,0.868060,-0.003492,27.000000,0.013045,-5.243898,0.062832,0.015340,0.104720,0.010000,0.000000,61,0,1,32,30,0.009645,0.071668,0.249054,-0.958189,-0.053172,9.625576,-0.702737,-0.003492,0.020153,6,1,0,0.000000,0,-6.950321,0.000000,0.206650,0,0.035928,0.000000,0.103444,-6.950321,0.035928,1,1,1,1.740293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0901,-5.243545,0.016874,0.420103,0.000000,0.202498,0.143217,0,0.210075,206,0.199747,0.160917,-5.243545,0.004503,-7.010130,0.420103,-5.243802,-6.999648,0.420103,0.016874,0.000000,0.012726,-0.475002,-41.093176,0.010482,0.003000,0.000672,0.001997,-0.000754,0.000672,0.199747,0.160917,-9.806646,0.006196,-0.022673,0.003000,0.871277,-0.003335,27.000000,0.013045,-5.243802,0.004503,0.016874,0.000000,0.010000,0.003000,66,0,1,32,30,0.022581,-0.001139,0.423151,-0.994974,0.429890,10.778856,-0.699519,-0.003335,0.020637,7,1,0,0.000000,0,-6.940165,0.000000,0.202498,0,0.045867,0.000000,0.143217,-6.940165,0.045867,1,1,1,1.740548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
