t,ref_big,ref_aim,platform,aim,small,tau_big,tau_small,beta_true,beta_hat
0.00000,0.000000,0.000000,-0.000083,0.000754,0.000837,0.203019,0.400000,-0.014287,0.000000
0.01000,0.004057,0.004057,-0.000723,0.004002,0.004725,0.534435,0.800000,-0.014278,0.000743
0.02000,0.016173,0.016173,-0.002343,0.010834,0.013177,0.556889,0.855623,-0.014269,0.004528
0.03000,0.036184,0.036184,-0.001260,0.021060,0.022320,0.451920,0.767663,-0.014260,0.012949
0.04000,0.063820,0.063820,-0.000749,0.034166,0.034915,0.372961,0.633581,-0.014251,0.012956
0.05000,0.098707,0.098707,-0.001043,0.049595,0.050637,0.772961,0.563896,-0.014241,0.012927
0.06000,0.140373,0.140373,-0.001727,0.067105,0.068831,1.000000,0.555479,-0.014232,0.012896
0.07000,0.188255,0.188255,0.000560,0.086295,0.085735,1.000000,0.437755,-0.014223,0.012914
0.08000,0.241705,0.241705,0.004918,0.106909,0.101991,1.000000,0.430324,-0.014214,0.012929
0.09000,0.300000,0.300000,0.008312,0.128748,0.120436,1.000000,0.343824,-0.014204,0.012907
0.10000,0.362352,0.362352,0.011857,0.151499,0.139643,1.000000,0.325103,-0.014195,0.012906
0.11000,0.427918,0.427918,0.019646,0.175017,0.155371,1.000000,0.307379,-0.014186,0.013315
0.12000,0.495811,0.495811,0.026627,0.199294,0.172667,1.000000,0.275688,-0.014177,0.013303
0.13000,0.565113,0.565113,0.032892,0.224129,0.191237,1.000000,0.235952,-0.014168,0.013295
0.14000,0.634887,0.634887,0.043738,0.249207,0.205469,1.000000,0.190370,-0.014158,0.014336
0.15000,0.704189,0.704189,0.054505,0.274471,0.219967,1.000000,0.156069,-0.014149,0.014333
0.16000,0.772082,0.772082,0.064725,0.299770,0.235045,1.000000,0.128730,-0.014140,0.014321
0.17000,0.837648,0.837648,0.078516,0.324874,0.246358,1.000000,0.098365,-0.014131,0.014354
0.18000,0.900000,0.900000,0.093251,0.349778,0.256528,1.000000,0.080172,-0.014122,0.014360
0.19000,0.958295,0.958295,0.107484,0.374504,0.267020,1.000000,0.093823,-0.014112,0.014350
0.20000,1.011745,1.011745,0.124670,0.398991,0.274321,1.000000,0.085748,-0.014103,0.014378
0.21000,1.059627,1.059627,0.143127,0.423388,0.280261,1.000000,0.115706,-0.014094,0.014390
0.22000,1.101293,1.101293,0.160965,0.447806,0.286840,1.000000,0.112800,-0.014085,0.014384
0.23000,1.136180,1.136180,0.181551,0.472111,0.290560,1.000000,0.093704,-0.014076,0.014412
0.24000,1.163816,1.163816,0.203297,0.496467,0.293170,1.000000,0.142507,-0.014066,0.014425
0.25000,1.183827,1.183827,0.224315,0.521031,0.296715,1.000000,0.140645,-0.014057,0.014420
0.26000,1.195943,1.195943,0.248076,0.545892,0.297816,1.000000,0.138725,-0.014048,0.014452
0.27000,1.200000,1.200000,0.272540,0.571182,0.298642,1.000000,0.151081,-0.014039,0.014464
0.28000,1.200000,1.200000,0.296221,0.596754,0.300533,1.000000,0.150187,-0.014030,0.014463
0.29000,1.200000,1.200000,0.323046,0.622726,0.299680,1.000000,0.109661,-0.014020,0.014502
0.30000,1.200000,1.200000,0.349805,0.649531,0.299726,1.000000,0.108261,-0.014011,0.014511
