t,ref_big,ref_aim,platform,aim,small,tau_big,tau_small,beta_true,beta_hat
0.00000,0.000000,0.000000,-0.000083,0.000754,0.000837,0.184213,0.400000,-0.014287,0.000000
0.01000,0.009423,0.009423,-0.000411,0.003228,0.003639,0.250313,0.490226,-0.014278,0.000665
0.02000,0.018837,0.018837,-0.001012,0.007501,0.008513,0.168022,0.444329,-0.014269,0.002959
0.03000,0.028232,0.028232,-0.001763,0.013311,0.015074,0.176398,0.396019,-0.014260,0.006788
0.04000,0.037600,0.037600,-0.001581,0.020389,0.021971,0.176644,0.351956,-0.014251,0.011715
0.05000,0.046930,0.046930,-0.000542,0.028431,0.028973,0.576644,0.271407,-0.014241,0.012840
0.06000,0.056214,0.056214,-0.000156,0.037136,0.037292,0.976644,0.226814,-0.014232,0.012865
0.07000,0.065443,0.065443,0.002999,0.046252,0.043253,1.000000,0.193731,-0.014223,0.014385
0.08000,0.074607,0.074607,0.005974,0.055756,0.049782,1.000000,0.188636,-0.014214,0.014409
0.09000,0.083697,0.083697,0.011384,0.065489,0.054105,1.000000,0.147594,-0.014204,0.014452
0.10000,0.092705,0.092705,0.017027,0.075119,0.058092,1.000000,0.029882,-0.014195,0.014477
0.11000,0.101621,0.101621,0.025136,0.084282,0.059146,1.000000,0.011804,-0.014186,0.014520
0.12000,0.110437,0.110437,0.033695,0.092920,0.059225,1.000000,-0.035124,-0.014177,0.014547
0.13000,0.119144,0.119144,0.044512,0.101446,0.056934,1.000000,-0.027703,-0.014168,0.014589
0.14000,0.127734,0.127734,0.055350,0.110318,0.054968,0.914731,-0.041978,-0.014158,0.014617
0.15000,0.136197,0.136197,0.068095,0.119417,0.051322,0.781919,-0.063154,-0.014149,0.014661
0.16000,0.144526,0.144526,0.080778,0.128725,0.047946,0.591560,-0.071280,-0.014140,0.014687
0.17000,0.152712,0.152712,0.093333,0.138163,0.044830,0.491249,-0.091139,-0.014131,0.014716
0.18000,0.160748,0.160748,0.107321,0.147635,0.040314,0.378546,-0.103673,-0.014122,0.014761
0.19000,0.168625,0.168625,0.120781,0.157114,0.036333,0.292056,-0.117719,-0.014112,0.014782
0.20000,0.176336,0.176336,0.133731,0.166527,0.032795,0.205142,-0.130691,-0.014103,0.014796
0.21000,0.183872,0.183872,0.146213,0.175803,0.029590,0.129499,-0.142521,-0.014094,0.014815
0.22000,0.191227,0.191227,0.158300,0.184883,0.026583,0.058791,-0.152546,-0.014085,0.014846
0.23000,0.198394,0.198394,0.170350,0.193714,0.023364,-0.007447,-0.161006,-0.014076,0.014890
0.24000,0.205364,0.205364,0.182373,0.202287,0.019914,-0.053730,-0.157476,-0.014066,0.014934
