t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay
0.0001,53.638760,0.000767,-0.000158,-0.000000,0.050620,0.000000,0,-0.260233,115,0.329908,-0.090130
0.0101,53.638652,0.000767,-0.007999,-0.000000,0.007747,-0.000802,0,-0.260233,125,0.329661,-0.090503
0.0201,53.641245,0.000767,0.001852,-0.000000,-0.002629,-0.005741,0,-0.260233,135,0.329828,-0.090294
0.0301,53.645357,0.000767,-0.010531,-0.000000,-0.023533,-0.016280,0,-0.260233,144,0.330642,-0.090280
0.0401,53.649069,0.000767,-0.032431,-0.000000,-0.055353,-0.033208,0,-0.260233,155,0.330753,-0.089548
0.0501,53.645915,-0.000986,0.060356,-0.136437,-0.117433,-0.034767,0,-0.260233,164,0.329786,-0.089180
0.0601,53.635766,-0.001878,0.101576,-0.200969,-0.156684,-0.067471,0,-0.260233,174,0.328414,-0.088066
0.0701,53.613598,-0.004244,0.100352,-0.245109,-0.228383,-0.076886,0,-0.260233,184,0.326293,-0.088464
0.0801,53.582614,-0.004868,0.121472,-0.140274,-0.275972,-0.124929,0,-0.260233,194,0.313873,-0.087609
0.0901,53.582465,-0.003041,-0.095192,0.014695,-0.326591,-0.187962,0,-0.260233,204,0.299716,-0.088237
0.1001,53.581353,-0.003833,-0.448592,0.001705,-0.394316,-0.198086,0,-0.260233,213,0.305623,-0.077396
0.1101,53.575456,-0.005653,-0.668685,-0.184941,-0.433513,-0.225022,0,-0.260233,224,0.306297,-0.074420
0.1201,53.570706,-0.010792,-0.741663,-0.432946,-0.506796,-0.225319,0,-0.260233,232,0.297827,-0.079141
0.1301,53.566557,-0.020710,-0.723483,-0.810832,-0.611732,-0.201812,0,-0.260233,240,0.300039,-0.073327
0.1401,53.562417,-0.031180,-0.683420,-1.095733,-0.670711,-0.217294,0,-0.260233,248,0.297737,-0.069242
0.1501,53.557478,-0.044527,-0.665377,-1.268077,-0.770005,-0.200745,0,-0.260233,2,0.292098,-0.073144
0.1601,53.552380,-0.058605,-0.763895,-1.387186,-0.834878,-0.200349,0,-0.260233,10,0.290972,-0.068551
0.1701,53.546895,-0.074163,-0.785054,-1.517399,-0.904674,-0.184872,0,-0.260233,16,0.299141,-0.055425
0.1801,53.541154,-0.091426,-0.732832,-1.733131,-0.969951,-0.158273,0,-0.260233,28,0.301212,-0.045112
0.1901,53.535005,-0.109054,-0.771673,-1.835246,-1.000000,-0.138121,0,-0.260233,38,0.297904,-0.039131
0.2001,53.527537,-0.126810,-0.788924,-1.847094,-1.000000,-0.113971,0,-0.260233,48,0.293744,-0.039201
0.2101,53.520198,-0.144433,-0.803926,-1.787993,-1.000000,-0.089124,0,-0.260233,58,0.291809,-0.040106
0.2201,53.512060,-0.159311,-0.821240,-1.705175,-1.000000,-0.092881,0,-0.260233,67,0.290222,-0.037398
0.2301,53.501750,-0.172712,-0.949991,-1.470252,-1.000000,-0.083926,0,-0.260233,78,0.289642,-0.034862
0.2401,53.489758,-0.187549,-0.918925,-1.460019,-1.000000,-0.039950,0,-0.260233,87,0.286258,-0.028011
0.2501,53.477494,-0.197883,-0.974233,-1.228781,-1.000000,-0.061382,0,-0.260233,95,0.282833,-0.011384
0.2601,53.465868,-0.205153,-1.071918,-0.930346,-1.000000,-0.071552,0,-0.260233,104,0.279410,-0.010710
0.2701,53.450489,-0.210370,-1.223029,-0.701999,-0.965629,-0.072757,0,-0.260233,112,0.280198,-0.004785
0.2801,53.435984,-0.214661,-1.396236,-0.483823,-0.931770,-0.063371,0,-0.260233,122,0.283158,0.001962
0.2901,53.418820,-0.217058,-1.493222,-0.347816,-0.870666,-0.069348,0,-0.260233,130,0.284027,0.011352
0.3001,53.402786,-0.217994,-1.640147,-0.123255,-0.814223,-0.076796,0,-0.260233,134,0.281280,0.012053
0.3101,53.386060,-0.217873,-1.731981,-0.030909,-0.749920,-0.085910,0,-0.260233,145,0.280080,0.019502
0.3201,53.366089,-0.217825,-1.776093,-0.002331,-0.698603,-0.085292,0,-0.260233,154,0.279944,0.032098
0.3301,53.349055,-0.217826,-1.814011,-0.000416,-0.646092,-0.084808,0,-0.260233,163,0.275089,0.033558
0.3401,53.328836,-0.217058,-1.835011,-0.000048,-0.591161,-0.094026,0,-0.260233,172,0.274480,0.041470
0.3501,53.310125,-0.215524,-1.892922,-0.000006,-0.540201,-0.104758,0,-0.260233,181,0.275052,0.050920
0.3601,53.289952,-0.215524,-1.956691,-0.000001,-0.513080,-0.089418,0,-0.260233,190,0.274138,0.059129
0.3701,53.269893,-0.215524,-2.031959,-0.000000,-0.465851,-0.089418,0,-0.260233,198,0.271158,0.067053
0.3801,53.248602,-0.215524,-2.063288,-0.000000,-0.419016,-0.089418,0,-0.260233,206,0.269822,0.071497
0.3901,53.227881,-0.215524,-2.099792,-0.000000,-0.375747,-0.089418,0,-0.260233,216,0.269565,0.078356
0.4001,53.207789,-0.215524,-2.146878,-0.000000,-0.327290,-0.089418,0,-0.260233,225,0.271082,0.087482
0.4101,53.186513,-0.215524,-2.203691,-0.000000,-0.277597,-0.089418,0,-0.260233,233,0.270310,0.095397
0.4201,53.164870,-0.215524,-2.245067,-0.000000,-0.231056,-0.089418,0,-0.260233,243,0.267588,0.103305
0.4301,53.144426,-0.216291,-2.251691,-0.000000,-0.190918,-0.080215,0,-0.260233,253,0.265611,0.113733
0.4401,53.123574,-0.217072,-2.280766,-0.010066,-0.143918,-0.078515,0,-0.260233,7,0.264310,0.122474
0.4501,53.100003,-0.217060,-2.303591,-0.001168,-0.090608,-0.086469,0,-0.260233,17,0.261870,0.127635
0.4601,53.077173,-0.216291,-2.311334,-0.000136,-0.032647,-0.095568,0,-0.260233,27,0.258667,0.134239
0.4701,53.053830,-0.216291,-2.375505,-0.000016,0.030499,-0.087886,0,-0.260233,37,0.255319,0.141429
0.4801,53.037176,-0.217155,-2.425345,-0.073306,0.041205,-0.077519,0,-0.260233,47,0.253193,0.151219
0.4901,53.026578,-0.218952,-2.328326,-0.193644,0.122746,-0.064589,0,-0.260233,57,0.253723,0.158755
0.5001,53.031492,-0.222025,-2.247974,-0.317457,0.116788,-0.045692,0,-0.260233,67,0.257457,0.170539
0.5101,53.057274,-0.227029,-2.143792,-0.493004,0.186616,-0.016366,0,-0.260233,79,0.263527,0.184120
0.5201,53.060917,-0.239301,-2.070549,-1.136269,0.146752,0.080853,0,-0.260233,89,0.286632,0.185160
0.5301,53.036181,-0.253107,-1.273166,-1.391157,0.169721,0.123805,0,-0.260233,98,0.301349,0.197590
0.5401,53.024246,-0.265200,-0.976573,-1.364019,0.157288,0.130861,0,-0.260233,107,0.291181,0.195415
0.5501,53.017765,-0.278205,-0.682173,-1.414926,0.144447,0.165999,0,-0.260233,117,0.297410,0.188376
