t,theta_big,theta_small,dtheta_big,dtheta_small,tau_big,tau_small,axis,held_target,mcu2_seq,gravity_ax,gravity_ay
0.0001,43.799644,-0.143427,-0.013421,-0.000000,0.021440,-0.019668,1,20.279385,170,-0.019645,-0.013278
0.0101,43.799649,-0.143427,-0.004858,-0.000000,0.022411,-0.019668,1,20.279385,180,-0.020176,-0.014717
0.0201,43.799753,-0.143427,0.000591,-0.000000,0.020998,-0.018866,1,20.279385,190,-0.019859,-0.013816
0.0301,43.799749,-0.143427,-0.001932,-0.000000,0.021141,-0.013927,1,20.279385,200,-0.019418,-0.013713
0.0401,43.799946,-0.143427,0.001949,-0.000000,0.021241,-0.003388,1,20.279385,210,-0.019141,-0.013181
0.0501,43.800061,-0.143427,0.026077,-0.000000,0.018995,0.013539,1,20.279385,220,-0.018707,-0.012277
0.0601,43.799925,-0.142660,0.061998,-0.000000,0.024446,0.026933,1,20.279385,230,-0.018334,-0.014560
0.0701,43.799993,-0.141893,0.108860,-0.000000,0.020554,0.051277,1,20.279385,240,-0.016981,-0.016097
0.0801,43.800089,-0.140359,0.198962,-0.000000,0.020057,0.069417,1,20.279385,250,-0.015076,-0.015988
0.0901,43.800028,-0.136263,0.127422,0.208705,0.037228,0.067484,1,20.279385,4,-0.012849,-0.017033
0.1001,43.800001,-0.131527,0.126845,0.301924,0.034415,0.086488,1,20.279385,14,-0.010110,-0.018761
0.1101,43.799982,-0.126757,0.096591,0.441961,0.024937,0.114483,1,20.279385,24,-0.009280,-0.018587
0.1201,43.801087,-0.119613,0.071886,0.600153,0.037259,0.117340,1,20.279385,34,-0.007209,-0.020004
0.1301,43.801152,-0.110671,0.072085,0.798139,0.046126,0.125240,1,20.279385,44,-0.002606,-0.019924
0.1401,43.801335,-0.100442,0.072346,0.925730,0.040245,0.136213,1,20.279385,54,0.002759,-0.021089
0.1501,43.802072,-0.088319,0.091724,1.095980,0.040823,0.135199,1,20.279385,64,0.005922,-0.022854
0.1601,43.803125,-0.074640,0.114088,1.231454,0.047029,0.131427,1,20.279385,74,0.008883,-0.023415
0.1701,43.803089,-0.059979,0.081715,1.422245,0.040918,0.127643,1,20.279385,84,0.012259,-0.023695
0.1801,43.803207,-0.043998,0.118009,1.521467,0.040077,0.113219,1,20.279385,94,0.015541,-0.022018
0.1901,43.803383,-0.025253,0.065743,1.657642,0.046344,0.073434,1,20.279385,104,0.020003,-0.024634
0.2001,43.803340,-0.008624,0.127163,1.576315,0.032814,0.080452,1,20.279385,114,0.023581,-0.024920
0.2101,43.803818,0.006783,0.151250,1.532127,0.021026,0.074798,1,20.279385,124,0.023653,-0.023490
0.2201,43.804091,0.021593,0.217471,1.453697,0.012095,0.060458,1,20.279385,134,0.024342,-0.022034
0.2301,43.803829,0.036143,0.219784,1.473583,0.004956,0.040253,1,20.279385,144,0.027235,-0.023471
0.2401,43.803773,0.049649,0.198245,1.456882,-0.009341,0.026983,1,20.279385,154,0.030319,-0.022132
0.2501,43.803543,0.064719,0.192395,1.372441,0.011380,-0.018503,1,20.279385,164,0.030061,-0.022125
0.2601,43.802904,0.076865,0.196895,1.179489,-0.022365,-0.016252,1,20.279385,174,0.029125,-0.026509
0.2701,43.802120,0.086996,0.162058,1.025895,-0.013194,-0.021261,1,20.279385,184,0.027030,-0.025559
0.2801,43.802407,0.095575,0.167330,0.866130,-0.026383,-0.026654,1,20.279385,194,0.029517,-0.028646
0.2901,43.799121,0.102805,0.128280,0.755023,-0.017988,-0.028788,1,20.279385,204,0.032765,-0.028568
0.3001,43.794543,0.107168,0.232600,0.453323,-0.043407,-0.006617,1,20.279385,214,0.036441,-0.028588
0.3101,43.788241,0.110055,0.249274,0.330306,-0.047832,0.005924,1,20.279385,224,0.035755,-0.028342
0.3201,43.783870,0.113040,0.263330,0.240072,-0.043662,-0.001803,1,20.279385,234,0.036114,-0.029850
0.3301,43.776242,0.115219,0.327924,0.139690,-0.053902,-0.004634,1,20.279385,244,0.037788,-0.029261
0.3401,43.766641,0.117460,0.367597,0.092169,-0.055496,-0.022741,1,20.279385,254,0.039240,-0.027724
0.3501,43.759292,0.119891,0.217146,0.189290,-0.050765,-0.047658,1,20.279385,8,0.036625,-0.027479
0.3601,43.759324,0.122151,0.143008,0.151184,-0.046147,-0.071750,1,20.279385,18,0.032774,-0.028193
0.3701,43.760024,0.122782,0.048477,0.050758,-0.049737,-0.080988,1,20.279385,28,0.030863,-0.027286
0.3801,43.759622,0.123494,-0.120816,0.005889,-0.025771,-0.110510,1,20.279385,38,0.028716,-0.028707
0.3901,43.759601,0.120942,-0.133175,-0.211715,-0.037363,-0.103031,1,20.279385,48,0.028565,-0.028397
0.4001,43.759600,0.116862,-0.194603,-0.354410,-0.029035,-0.112867,1,20.279385,58,0.028915,-0.028102
0.4101,43.760279,0.111239,-0.190370,-0.540620,-0.023193,-0.122467,1,20.279385,68,0.028260,-0.027719
0.4201,43.760229,0.103680,-0.140039,-0.764645,-0.029997,-0.127266,1,20.279385,78,0.025024,-0.024161
0.4301,43.760413,0.094164,-0.112230,-0.965712,-0.024096,-0.130928,1,20.279385,88,0.023328,-0.021897
0.4401,43.760518,0.083504,-0.147880,-1.084460,-0.022732,-0.142974,1,20.279385,98,0.022026,-0.020726
0.4501,43.760527,0.068667,-0.122622,-1.327245,-0.038464,-0.115654,1,20.279385,108,0.020950,-0.024252
0.4601,43.760783,0.054279,-0.109208,-1.486620,-0.021567,-0.133014,1,20.279385,118,0.017817,-0.021909
0.4701,43.760546,0.038813,-0.071723,-1.597681,-0.022970,-0.129706,1,20.279385,128,0.018853,-0.021475
0.4801,43.760847,0.022052,-0.091440,-1.683093,-0.023251,-0.117544,1,20.279385,138,0.016830,-0.018789
0.4901,43.761029,0.005224,-0.086682,-1.762422,-0.012232,-0.112649,1,20.279385,148,0.012677,-0.015705
0.5001,43.761029,-0.011411,-0.105616,-1.778169,-0.002177,-0.105081,1,20.279385,158,0.007269,-0.014341
0.5101,43.761028,-0.030383,-0.116302,-1.779996,-0.008043,-0.061073,1,20.279385,168,0.003288,-0.017198
0.5201,43.761704,-0.047685,-0.058571,-1.753622,-0.005682,-0.055075,1,20.279385,178,0.001155,-0.014548
0.5301,43.763276,-0.061898,-0.033474,-1.608618,0.015436,-0.066252,1,20.279385,188,0.003969,-0.013671
0.5401,43.763774,-0.075447,-0.099475,-1.465334,0.015662,-0.051487,1,20.279385,198,0.007343,-0.012110
0.5501,43.764219,-0.088220,-0.136152,-1.379964,0.025171,-0.036412,1,20.279385,208,0.005140,-0.009981
0.5601,43.766856,-0.099399,-0.121188,-1.303040,0.038241,-0.029712,1,20.279385,218,0.000052,-0.009936
0.5701,43.771660,-0.110677,-0.219342,-1.108976,0.032039,-0.002863,1,20.279385,228,-0.002909,-0.009861
0.5801,43.780622,-0.120262,-0.164538,-1.054366,0.055155,0.005670,1,20.279385,238,-0.002638,-0.008479
0.5901,43.791157,-0.128151,-0.175108,-0.879499,0.050463,0.013783,1,20.279385,248,0.001158,-0.005830
0.6001,43.808896,-0.134384,-0.202671,-0.756575,0.072196,0.021978,1,20.279385,2,0.003620,-0.008254
